id,created_at,detected_at,ticker,category,option_type,strike,expiry,premium,confidence,conviction_score,entry_trigger,target,target_near,invalidation,signal_quality,algo_version,reason,is_biddie_pick,outcome,mfe_percent,max_favorable_price,price_at_signal,entry_price,direction,gamma_zone,gamma_description,review_status,review_note,reviewed_at
231fa966-0c0d-4274-8fe8-3cfaef219323,2026-04-03 13:30:15.222148+00,2026-04-03 00:00:00+00,SPXW,algorithm,put,6540.00,"April 8, 2026",246000.00,8.50,85,Above VWAP ($6559.4) — needs break below $6559.4 for entry,"$6550.79 (previous swing low), then $6546.31",,Above $6559.4 (VWAP reclaim invalidates bearish thesis),,v2,$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,t,pending,,,6578.83,,bearish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
39617d87-7106-47f4-859e-1d91e1024806,2026-04-03 13:30:15.021919+00,2026-04-03 00:00:00+00,SPXW,algorithm,call,6605.00,"April 8, 2026",504200.00,10.00,100,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),,v2,$504K call flow at $6605 strike with 100% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,t,pending,,,6582.69,,bullish,positive,"Near call wall at $6,590 — dealers sell here, strong resistance",,,
b692dd5e-3f6d-4bf7-aec9-851fbbd75c5a,2026-04-02 20:00:05.335388+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6705.00,"April 9, 2026",221200.00,9.00,90,VWAP retest from above at $6557.73 — bounce is your entry,"$6582.4 (previous swing high), then $6582.44",,Below $6557.73 (VWAP break invalidates bullish thesis),,v2,$221K call flow at $6705 strike with 27% ask aggression. Price at $6581.98. Negative gamma zone — moves will be amplified.,t,hit,4745.24,6601.91,6581.98,6557.73,bullish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
95875f94-03a3-4656-b8b1-fe624acef8c4,2026-04-02 19:54:00.829818+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6540.00,"April 8, 2026",246000.00,8.50,85,Above VWAP ($6557.41) — needs break below $6557.41 for entry,"$6565.36 (previous swing low), then $6564.44",,Above $6557.41 (VWAP reclaim invalidates bearish thesis),,v2,$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,t,hit,771.27,6474.94,6578.83,6557.416557,bearish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
bb40cd1a-4f1d-42f5-88f1-2d250ba0220f,2026-04-02 19:51:11.08871+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6530.00,"April 8, 2026",151980.00,7.00,70,Above VWAP ($6557.42) — needs break below $6557.42 for entry,"$6565.36 (previous swing low), then $6564.44",,Above $6557.42 (VWAP reclaim invalidates bearish thesis),,v2,$152K put flow at $6530 strike with 0% ask aggression. Price at $6569.39. Negative gamma zone — moves will be amplified.,f,hit,2343.67,6474.94,6569.39,6557.426557,bearish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
be5c6aad-0948-495a-9fce-f26ec68616c2,2026-04-02 19:51:10.924628+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6580.00,"April 2, 2026",100600.00,9.00,90,VWAP retest from above at $6557.42 — bounce is your entry,"$6582.4 (previous swing high), then $6582.44",,Below $6557.42 (VWAP break invalidates bullish thesis),,v2,$101K call flow at $6580 strike with 24% ask aggression. Price at $6578.81. Negative gamma zone — moves will be amplified.,t,hit,643.45,6601.91,6578.81,6557.42,bullish,positive,"Near call wall at $6,580 — dealers sell here, strong resistance",,,
58e9521e-c27f-4853-9788-b8747b9a125c,2026-04-02 19:38:36.537572+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6245.00,"April 17, 2026",142250.00,7.00,70,Above VWAP ($6556.83) — needs break below $6556.83 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6556.83 (VWAP reclaim invalidates bearish thesis),,v2,$142K put flow at $6245 strike with 11% ask aggression. Price at $6568.76.,f,hit,2171.76,6474.94,6568.76,6556.836556,bearish,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
2edd97bf-70e6-439d-860b-d1984012996c,2026-04-02 19:38:36.237663+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6375.00,"April 6, 2026",128210.00,7.50,75,Above VWAP ($6556.83) — needs break below $6556.83 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6556.83 (VWAP reclaim invalidates bearish thesis),,v2,$128K put sweep at $6375 strike with 0% ask aggression. Price at $6568.87.,f,hit,2120.32,6474.94,6568.87,6556.836556,bearish,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
93abf4b8-3eac-4581-8ca9-6ff458dd085e,2026-04-02 19:35:28.538865+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6400.00,"April 10, 2026",114240.00,7.50,75,Above VWAP ($6556.67) — needs break below $6556.67 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6556.67 (VWAP reclaim invalidates bearish thesis),,v2,$114K put flow at $6400 strike with 100% ask aggression. Price at $6567.12.,f,hit,3439.55,6474.94,6567.12,6556.676556,bearish,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
58ed13ea-417d-4545-95b8-0f3b0886ab5c,2026-04-02 19:26:09.823089+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6650.00,"April 6, 2026",127070.00,8.00,80,VWAP retest from above at $6556.53 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",,Below $6556.53 (VWAP break invalidates bullish thesis),,v2,$127K call flow at $6650 strike with 70% ask aggression. Price at $6568.29. Negative gamma zone — moves will be amplified.,t,hit,857.65,6601.91,6568.29,6556.53,bullish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
e69d8291-b93e-4b67-b841-bf1f51db20aa,2026-04-02 19:18:18.228732+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6575.00,"April 9, 2026",248960.00,8.50,85,VWAP retest from above at $6556.19 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",,Below $6556.19 (VWAP break invalidates bullish thesis),,v2,$249K call flow at $6575 strike with 71% ask aggression. Price at $6569.19. Negative gamma zone — moves will be amplified.,t,hit,1083.44,6601.91,6569.19,6556.19,bullish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
d782d1f4-ce3c-40ff-9d3d-fa38e1689535,2026-04-02 19:15:43.631054+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6450.00,"April 2, 2026",122640.00,8.00,80,VWAP retest from above at $6555.99 — bounce is your entry,"$6573.66 (previous swing high), then $6573.84",,Below $6555.99 (VWAP break invalidates bullish thesis),,v2,$123K call flow at $6450 strike with 0% ask aggression. Price at $6572.57. Negative gamma zone — moves will be amplified.,t,hit,2691.74,6601.91,6572.57,6555.99,bullish,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
397c0f63-fe2f-4f6c-9f80-0da6ccfe3b8c,2026-04-02 19:06:28.187948+00,2026-04-02 00:00:00+00,SPX,algorithm,call,6900.00,"May 15, 2026",383000.00,8.00,80,VWAP retest from above at $6555.74 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",,Below $6555.74 (VWAP break invalidates bullish thesis),,v2,$383K call flow at $6900 strike with 100% ask aggression. Price at $6570.71.,t,hit,2080.00,6601.91,6570.71,6555.74,bullish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
0f5343ea-0f49-49bd-b565-3eec8d9fa1d9,2026-04-02 18:56:33.922431+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6275.00,"April 14, 2026",342810.00,6.00,60,Above VWAP ($6555.3) — needs break below $6555.3 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6555.3 (VWAP reclaim invalidates bearish thesis),,v2,$343K put flow at $6275 strike with 0% ask aggression. Price at $6572.47.,f,hit,1214.57,6474.94,6572.47,6555.36555,bearish,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
0eb57256-1caf-48b8-a357-4f2ebe531049,2026-04-02 18:56:33.8001+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6475.00,"April 6, 2026",409320.00,7.00,70,Above VWAP ($6555.3) — needs break below $6555.3 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6555.3 (VWAP reclaim invalidates bearish thesis),,v2,$409K put flow at $6475 strike with 63% ask aggression. Price at $6570.88. Negative gamma zone — moves will be amplified.,f,hit,1489.75,6474.94,6570.88,6555.36555,bearish,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
99486407-7c46-4c3b-b2a6-e996594c2272,2026-04-02 18:49:48.58622+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6700.00,"April 10, 2026",229000.00,7.00,70,VWAP retest from above at $6554.82 — bounce is your entry,"$6572.21 (previous swing high), then $6573.84",,Below $6554.82 (VWAP break invalidates bullish thesis),,v2,$229K call flow at $6700 strike with 24% ask aggression. Price at $6568.54.,f,hit,909.26,6601.91,6568.54,6554.82,bullish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
03e67b95-1abe-451f-a36c-1a0e06f9f78b,2026-04-02 18:49:47.986125+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6570.00,"April 2, 2026",117000.00,8.00,80,Above VWAP ($6554.82) — needs break below $6554.82 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6554.82 (VWAP reclaim invalidates bearish thesis),,v2,$117K put flow at $6570 strike with 29% ask aggression. Price at $6569.90. Negative gamma zone — moves will be amplified.,t,hit,1739.19,6474.94,6569.90,6554.826554,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
3c96f70f-d9a1-4875-b6ae-98f1a997567e,2026-04-02 18:37:49.586101+00,2026-04-02 00:00:00+00,SPX,algorithm,put,6200.00,"May 15, 2026",2044990.00,6.50,65,Above VWAP ($6554.45) — needs break below $6554.45 for entry,"$6558.64 (previous swing low), then $6558.04",,Above $6554.45 (VWAP reclaim invalidates bearish thesis),,v2,$2.0M put flow at $6200 strike with 13% ask aggression. Price at $6560.58.,f,hit,4414.43,6474.94,6560.58,6554.456554,bearish,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
8d839bfd-2c21-4a40-9b16-d9797a452555,2026-04-02 18:28:43.286088+00,2026-04-02 00:00:00+00,SPX,algorithm,call,6455.00,"April 17, 2026",924320.00,8.00,80,VWAP retest from above at $6554.23 — bounce is your entry,"$6567.5 (previous swing high), then $6572.21",,Below $6554.23 (VWAP break invalidates bullish thesis),,v2,$924K call flow at $6455 strike with 0% ask aggression. Price at $6558.31. Negative gamma zone — moves will be amplified.,t,hit,474.43,6601.91,6558.31,6554.23,bullish,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
cdb43495-bae5-4799-b27c-ce6fea54a9a1,2026-04-02 18:19:42.586949+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6555.00,"April 6, 2026",102810.00,7.00,70,Broke above VWAP ($6554.01) — wait for retest at $6554.01 then enter on bounce,"$6567.5 (previous swing high), then $6572.21",,Below $6554.01 (VWAP break invalidates bullish thesis),,v2,$103K call flow at $6555 strike with 0% ask aggression. Price at $6564.47. Negative gamma zone — moves will be amplified.,f,hit,1235.64,6601.91,6564.47,6554.016554,bullish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
b5f7f825-1c2f-4ee6-915a-ff4e4daad5fc,2026-04-02 18:19:41.885839+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6450.00,"April 17, 2026",534360.00,7.00,70,Above VWAP ($6554.01) — needs break below $6554.01 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6554.01 (VWAP reclaim invalidates bearish thesis),,v2,$534K put flow at $6450 strike with 41% ask aggression. Price at $6565.69. Negative gamma zone — moves will be amplified.,f,hit,7260.00,6474.94,6565.69,6554.016554,bearish,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
d59a1167-0229-430b-97dc-91fe3c9781a1,2026-04-02 18:13:44.787147+00,2026-04-02 00:00:00+00,SPX,algorithm,call,6800.00,"April 17, 2026",146000.00,7.50,75,Broke above VWAP ($6553.85) — wait for retest at $6553.85 then enter on bounce,"$6572.21 (previous swing high), then $6573.84",,Below $6553.85 (VWAP break invalidates bullish thesis),,v2,$146K call flow at $6800 strike with 100% ask aggression. Price at $6565.23.,f,hit,525.50,6601.91,6565.23,6553.856553,bullish,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
04b6c39c-f51f-4f6f-9c9f-843f68ce9ac2,2026-04-02 18:10:52.086519+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6425.00,"April 6, 2026",128570.00,6.50,65,Above VWAP ($6553.64) — needs break below $6553.64 for entry,"$6558.64 (previous swing low), then $6555.52",,Above $6553.64 (VWAP reclaim invalidates bearish thesis),,v2,$129K put flow at $6425 strike with 0% ask aggression. Price at $6562.67.,f,hit,2176.92,6474.94,6562.67,6553.646553,bearish,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
075ba815-5b24-492b-ae12-baeb42503ae4,2026-04-02 18:10:51.68617+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6590.00,"April 2, 2026",138000.00,8.00,80,Above VWAP ($6553.64) — needs break below $6553.64 for entry,"$6558.64 (previous swing low), then $6555.52",,Above $6553.64 (VWAP reclaim invalidates bearish thesis),,v2,$138K put flow at $6590 strike with 66% ask aggression. Price at $6564.10. Negative gamma zone — moves will be amplified.,t,hit,1632.97,6474.94,6564.10,6553.646553,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
9a7167c2-7954-4a5d-89a2-cca28b725dbf,2026-04-02 18:07:40.43406+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6500.00,"April 6, 2026",269120.00,8.00,80,Above VWAP ($6553.66) — needs break below $6553.66 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6553.66 (VWAP reclaim invalidates bearish thesis),,v2,$269K put flow at $6500 strike with 92% ask aggression. Price at $6565.26. Negative gamma zone — moves will be amplified.,t,hit,11014.63,6474.94,6565.26,6553.666553,bearish,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
f9dd7a6e-0789-43c5-ad59-41e2e8b6b2e0,2026-04-02 18:01:44.565614+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6560.00,"April 2, 2026",113050.00,10.00,100,VWAP retest from above at $6553.41 — bounce is your entry,"$6572.21 (previous swing high), then $6573.84",,Below $6553.41 (VWAP break invalidates bullish thesis),,v2,$113K call flow at $6560 strike with 99% ask aggression. Price at $6556.54. Negative gamma zone — moves will be amplified.,t,hit,289.53,6601.91,6556.54,6553.41,bullish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
3c891793-4efc-426e-bb5d-712e18b450da,2026-04-02 17:56:01.868672+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6600.00,"April 6, 2026",106950.00,7.00,70,Broke above VWAP ($6553.27) — wait for retest at $6553.27 then enter on bounce,"$6573.84 (previous swing high), then $6582.4",,Below $6553.27 (VWAP break invalidates bullish thesis),,v2,$107K call flow at $6600 strike with 0% ask aggression. Price at $6572.49. Negative gamma zone — moves will be amplified.,f,hit,2179.26,6601.91,6572.49,6553.276553,bullish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
36bde280-0e49-40de-9b43-abebce647b26,2026-04-02 17:56:01.788861+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6600.00,"April 2, 2026",135000.00,7.00,70,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6555.52 (previous swing low), then $6555.14",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),,v2,$135K put flow at $6600 strike with 67% ask aggression. Price at $6556.39. Negative gamma zone — moves will be amplified.,f,hit,9362.07,6474.94,6556.39,6553.276553,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
27ebd8a8-a02b-4099-a662-a1a6c59bbe35,2026-04-02 17:56:01.708957+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6560.00,"May 1, 2026",103040.00,7.50,75,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),,v2,$103K put flow at $6560 strike with 43% ask aggression. Price at $6567.10. Negative gamma zone — moves will be amplified.,f,hit,3464.66,6474.94,6567.10,6553.276553,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
3659d70d-cd3f-4e80-8d39-0a2dd6b168ea,2026-04-02 17:56:01.628896+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6570.00,"April 2, 2026",120400.00,8.00,80,Broke above VWAP ($6553.27) — wait for retest at $6553.27 then enter on bounce,"$6573.84 (previous swing high), then $6582.4",,Below $6553.27 (VWAP break invalidates bullish thesis),,v2,$120K call flow at $6570 strike with 74% ask aggression. Price at $6572.55. Negative gamma zone — moves will be amplified.,t,hit,2275.97,6601.91,6572.55,6553.276553,bullish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
ee39c4c3-73cd-4935-940c-ef22d7250609,2026-04-02 17:56:01.547996+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6550.00,"April 2, 2026",179490.00,8.00,80,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6546.31 (previous swing low), then $6474.94",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),,v2,$179K put flow at $6550 strike with 62% ask aggression. Price at $6554.83. Negative gamma zone — moves will be amplified.,t,hit,937.68,6474.94,6554.83,6553.276553,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
2c9e550a-1875-48bf-b3f1-c8f4161b0e8b,2026-04-02 17:56:01.4679+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6575.00,"May 5, 2026",231700.00,9.00,90,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6555.14 (previous swing low), then $6546.31",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),,v2,$232K put flow at $6575 strike with 100% ask aggression. Price at $6555.36. Negative gamma zone — moves will be amplified.,t,hit,36554.55,6474.94,6555.36,6553.276553,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
f4d4882a-b0cb-44a2-8127-508ce4ae7b0a,2026-04-02 17:55:58.985689+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6565.00,"April 2, 2026",114460.00,9.50,95,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),,v2,$114K put flow at $6565 strike with 99% ask aggression. Price at $6565.04. Negative gamma zone — moves will be amplified.,t,hit,15016.67,6474.94,6565.04,6553.276553,bearish,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
cf2de019-ffd7-405f-bb81-73ade3fb3513,2026-04-02 13:54:57.588059+00,2026-04-02 13:54:57.588059+00,SPXW,whale,call,6690.00,"April 7, 2026",2603910.00,6.00,60,Broke above VWAP ($6489.89) — wait for retest at $6489.89 then enter on bounce,$6623.28,$6753.15,Below $6489.89 (VWAP break invalidates bullish thesis),moderate,v2,$2.6M call flow at $6690 strike with 0% ask aggression. Price at $6493.41.,f,missed,14.78,6512.61,6493.41,6489.896489,bullish,,,,,
33e348b7-df1d-4faf-a232-b30f8de44d33,2026-04-01 16:09:28.365035+00,2026-04-01 16:09:28.365035+00,SPXW,algorithm,put,6575.00,"April 2, 2026",214830.00,9.00,90,Above VWAP ($6583.16) — needs break below $6583.16 for entry,"$6584.66 (previous swing low), then $6564.58",,Above $6583.16 (VWAP reclaim invalidates bearish thesis),,v4,$215K put flow at $6575 strike with 56% ask aggression. Price at $6597.32.,f,hit,283.97,6561.37,6597.32,6583.166583,bearish,,,correct,6583 is the last swing low. Perfect Entry. Exit was 6564 before reversal. perfect play,2026-04-02 00:44:13.108436+00
4013ac1d-3ca2-4868-b9fa-5552a39fc86b,2026-04-01 16:09:27.777919+00,2026-04-01 16:09:27.777919+00,SPXW,algorithm,call,6530.00,"April 2, 2026",238200.00,10.00,100,Broke above VWAP ($6583.16) — wait for retest at $6583.16 then enter on bounce,$6594.93 (previous swing high),,Below $6583.16 (VWAP break invalidates bullish thesis),,v4,$238K call flow at $6530 strike with 100% ask aggression. Price at $6603.90.,f,hit,,6609.67,6603.90,6583.166583,bullish,,,wrong,,2026-04-02 00:40:43.84617+00
39670c00-7030-4433-99d8-035281653903,2026-04-01 01:10:10.081352+00,2026-03-31 19:48:03.607907+00,SPX,whale,put,6400.00,2026-04-01,1756980.00,7.50,70,"Above VWAP ($6,470) — Near $6,532","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $1,756,980 premium, 6,459 volume at $6,400 strike, SPX @ $6,532.08",t,expired,31.90,6527.27,6532.08,64706532,bearish,,,,,
0ff891d7-db8d-464f-89ed-ac60d75fcf01,2026-04-01 01:10:10.036472+00,2026-03-31 19:48:10.823438+00,SPXW,whale,put,6575.00,2026-04-01,632970.00,7.50,70,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $632,970 premium, 221 volume at $6,575 strike, SPX @ $6,532.88",t,expired,35.33,6527.27,6532.88,64706533,bearish,,,,,
5e92d791-cf3a-4b85-ae42-6e577cb18eb0,2026-04-01 01:10:09.991594+00,2026-03-31 19:48:27.466061+00,SPX,whale,put,6075.00,2026-04-01,710500.00,7.50,70,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",high,v2,"SPX put flow: $710,500 premium, 7,580 volume at $6,075 strike, SPX @ $6,533.41",t,expired,37.42,6527.27,6533.41,64706533,bearish,,,,,
