Signal Date,Signal Time,Ticker,Category,Call/Put,Bullish/Bearish,Strike,Expiry,Premium,Confidence,Conviction Score,Algo Version,Signal Quality,Biddie Pick,Price at Signal,Entry Trigger,Entry Price,Target,Target Near,Invalidation,Gamma Zone,Gamma Description,Reason,Suggested Trade,Trade Status,Outcome,MFE %,Max Favorable Price,Entry Price Reached,Invalidation Breached,Review Status,Review Note,Reviewed At
03/27/2026,10:49 AM ET,GLD,whale,call,bullish,410.00,"April 2, 2026",1902383.00,8.00,80,v2,,t,410.93,Above VWAP ($408.05) — Near $410.93,,$419.15,$431.48,Below $402.71,,,"$1.9M premium flow at $410 calls with 100% ask aggression. Price at $410.00 above VWAP ($408.05). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $410 (higher low, higher high — confirmed).",,partial_hit,partial_hit,,,f,f,,,
03/27/2026,10:49 AM ET,SLV,algorithm,call,bullish,62.50,"April 2, 2026",755994.00,6.00,60,v2,,f,62.89,Above VWAP ($61.90) — Near $62.89,,$64.15,$66.03,Below $61.63,,,"$756K premium flow at $62.5 calls with 100% ask aggression. Price at $62.66 above VWAP ($61.90). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $62.49 (higher low, higher high — confirmed).",,watching,hit,,,f,f,,,
03/27/2026,10:52 AM ET,TSLA,algorithm,put,bearish,355.00,"April 10, 2026",588770.00,6.00,60,v2,,f,365.38,Near $365.38 (no VWAP data),365.38,$358.07,$347.11,Above $372.69,,,$589K premium flow at $355 puts with 100% ask aggression.,,hit,hit,105.47,357.67,t,t,correct,,03/30/2026 12:45 AM ET
03/27/2026,10:56 AM ET,SPY,algorithm,call,bullish,642.00,"March 27, 2026",327003.00,6.00,60,v2,,f,640.19,Near $640.19 (no VWAP data),,$652.99,$672.20,Below $627.39,,,$327K premium flow at $642 calls with 100% ask aggression.,,watching,missed,,,f,f,,,
03/27/2026,10:56 AM ET,NOW,algorithm,call,bullish,100.00,"April 17, 2026",930500.00,6.00,60,v2,,f,99.01,Near $99.01 (no VWAP data),,$100.99,$103.96,Below $97.03,,,$931K premium flow at $100 calls with 100% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,11:26 AM ET,FCX,whale,call,bullish,59.00,"April 17, 2026",1074974.00,7.00,70,v2,,f,56.99,Above VWAP ($55.72) — Near $56.99,55.7256,$59.00,$60.18,Below $55.85,,,"$1.1M premium flow at $59 calls with 100% ask aggression. Price at $56.69 above VWAP ($55.72). Price action confirmed: Support Bounce + 2 Green Bars at $56.4 (higher low, higher high — confirmed).",,miss,missed,57.71,58.15,t,t,,,
03/27/2026,11:26 AM ET,QQQ,algorithm,put,bearish,570.00,"March 27, 2026",685582.00,7.00,70,v2,,f,568.45,At VWAP ($568.14) — Near $568.45,,$557.08,$540.03,Above $579.82,,,$686K premium sweep at $570 puts with 98% ask aggression. Price at $567.21 below VWAP ($568.14). Negative gamma zone — moves will be amplified.,,partial_hit,partial_hit,,,f,f,,,
03/27/2026,11:26 AM ET,MSTR,algorithm,put,bearish,125.00,"April 10, 2026",897245.00,7.00,70,v2,,f,126.69,At VWAP ($126.26) — Near $126.69,,$125.00,$122.50,Above $129.22,,,$897K premium flow at $125 puts with 100% ask aggression. Price at $125.73 below VWAP ($126.26). Negative gamma zone — moves will be amplified.,,watching,hit,,,f,f,,,
03/27/2026,11:34 AM ET,XBI,algorithm,put,bearish,123.00,"April 17, 2026",479665.00,7.00,70,v2,,f,122.25,Near $122.25 (no VWAP data),,$119.80,$116.14,Above $124.70,,,$480K premium sweep at $123 puts with 100% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,11:44 AM ET,AMZN,algorithm,put,bearish,197.50,"April 17, 2026",538889.00,8.00,80,v2,,t,201.05,Below VWAP ($202.07) — Near $201.05,,$197.50,$193.55,Above $205.07,,,$539K premium flow at $197.5 puts with 100% ask aggression. Price at $201.05 below VWAP ($202.07). Negative gamma zone — moves will be amplified.,,partial_hit,partial_hit,,,f,f,,,
03/27/2026,11:44 AM ET,AMD,algorithm,call,bullish,220.00,"May 1, 2026",633146.00,6.00,60,v2,,f,200.96,At VWAP ($200.08) — Near $200.96,200.082,$220.00,$224.40,Below $196.94,,,$633K premium flow at $220 calls with 100% ask aggression. Price at $201.57 above VWAP ($200.08).,,miss,missed,39.23,208.43,t,t,correct,"Entry is great, Invalidation is Great, Target is a little far fetched but... next key level would be like 203.08",03/29/2026 11:52 PM ET
03/27/2026,11:46 AM ET,QQQ,algorithm,call,bullish,565.00,"April 2, 2026",360495.00,6.00,60,v2,,f,568.52,At VWAP ($568.20) — Near $568.52,568.2,$579.89,$596.95,Below $557.15,,,$360K premium flow at $565 calls with 68% ask aggression. Price at $568.18 below VWAP ($568.20). Negative gamma zone — moves will be amplified.,,miss,missed,,579.80,t,t,,,
03/27/2026,12:04 PM ET,NVDA,whale,call,bullish,170.00,"March 30, 2026",1051280.00,7.00,70,v2,,f,169.53,At VWAP ($169.19) — Near $169.53,,$170.00,$173.40,Below $166.14,,,$1.1M premium flow at $170 calls with 100% ask aggression. Price at $169.68 above VWAP ($169.19). Negative gamma zone — moves will be amplified.,,watching,missed,,,f,f,,,
03/27/2026,12:19 PM ET,SLV,algorithm,put,bearish,63.00,"April 2, 2026",379956.00,6.00,60,v2,,f,64.11,Near $64.11 (no VWAP data),63.14,$63.00,$61.74,Above $65.39,,,$380K premium flow at $63 puts with 100% ask aggression. Price at $63.98 above VWAP ($63.04). Negative gamma zone — moves will be amplified.,,hit,hit,345.92,60.59,t,t,,,
03/27/2026,12:46 PM ET,GLD,algorithm,call,bullish,416.00,"April 2, 2026",394940.00,8.00,80,v2,,t,415.24,Above VWAP ($412.20) — Near $415.24,,$416.00,$424.32,Below $406.94,,,$395K premium flow at $416 calls with 100% ask aggression. Price at $415.14 above VWAP ($412.20). Negative gamma zone — moves will be amplified.,,watching,hit,,,f,f,,,
03/27/2026,12:46 PM ET,QQQ,algorithm,call,bullish,567.00,"March 30, 2026",875107.00,7.00,70,v2,,f,567.29,At VWAP ($568.04) — Near $567.29,568.04,$578.64,$595.65,Below $555.94,,,$875K premium sweep at $567 calls with 53% ask aggression. Price at $566.38 below VWAP ($568.04). Negative gamma zone — moves will be amplified. Price action confirmed: Support Tag + Green Bounce at $566.08 (higher low — likely reversal).,,hit,hit,2164.52,579.80,t,t,wrong,,03/29/2026 11:23 PM ET
03/27/2026,12:46 PM ET,MRNA,algorithm,call,bullish,51.00,"April 10, 2026",381865.00,7.00,70,v2,,f,50.46,Near $50.46 (no VWAP data),,$51.47,$52.98,Below $49.45,,,$382K premium flow at $51 calls with 100% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,12:46 PM ET,CRWD,algorithm,put,bearish,350.00,"April 17, 2026",590847.00,7.00,70,v2,,f,368.26,Near $368.26 (no VWAP data),368.26,$350.00,$343.00,Above $375.63,,,$591K premium flow at $350 puts with 100% ask aggression. Price at $368.56 above VWAP ($368.50).,,miss,missed,6.79,367.02,t,t,,,
03/27/2026,12:59 PM ET,PLTR,algorithm,call,bullish,144.00,"April 2, 2026",392874.00,7.00,70,v2,,f,143.41,Near $143.41 (no VWAP data),,$146.28,$150.58,Below $140.54,,,$393K premium flow at $144 calls with 97% ask aggression.,,partial_hit,partial_hit,,,f,f,,,
03/27/2026,12:59 PM ET,UUUU,algorithm,put,bearish,18.00,"April 17, 2026",512120.00,6.00,60,v2,,f,18.10,Near $18.10 (no VWAP data),,$17.74,$17.20,Above $18.46,,,$512K premium flow at $18 puts with 100% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,12:59 PM ET,XLF,algorithm,call,bullish,49.00,"April 17, 2026",405646.00,6.00,60,v2,,f,48.20,Near $48.20 (no VWAP data),49,$49.16,$50.61,Below $47.24,,,$406K premium flow at $49 calls with 100% ask aggression.,,hit,hit,142.31,49.33,t,t,,,
03/27/2026,1:04 PM ET,SNDK,algorithm,put,bearish,670.00,"April 2, 2026",915000.00,7.00,70,v2,,f,619.33,At VWAP ($620.73) — Near $619.33,,$606.94,$588.36,Above $631.72,,,"$915K premium flow at $670 puts with 75% ask aggression. Price at $619.11 below VWAP ($620.73). Price action confirmed: SR Tag + 2 Red Bars at $621.62 (lower high, lower low — confirmed).",,watching,hit,,,f,f,,,
03/27/2026,1:08 PM ET,UAL,algorithm,put,bearish,85.00,"April 17, 2026",639222.00,6.00,60,v2,,f,90.15,Near $90.15 (no VWAP data),90.15,$88.35,$85.64,Above $91.95,,,$639K premium flow at $85 puts with 100% ask aggression.,,hit,hit,142.78,87.58,t,t,correct,"FIXED Same issue. Price is at 90.15. Entry is incorrect, it should be around now as its at a major key level. Target is correct, invalidation should be like 90.78 (not under the entry) ",03/30/2026 1:21 AM ET
03/27/2026,1:20 PM ET,SPY,whale,put,bearish,652.00,"March 31, 2026",1634088.00,7.00,70,v2,,f,637.58,At VWAP ($640.06) — Near $637.58,640.06637,$624.83,$605.70,Above $650.33,,,"$1.6M premium flow at $652 puts with 99% ask aggression. Price at $638.45 below VWAP ($640.06). Price action confirmed: SR Tag + 2 Red Bars at $638.22 (lower high, lower low — confirmed).",,partial_hit,partial_hit,65.10,629.28,t,t,,,
03/27/2026,1:20 PM ET,HL,algorithm,call,bullish,18.00,"April 24, 2026",519350.00,6.00,60,v2,,f,17.88,Near $17.88 (no VWAP data),18,$18.24,$18.77,Below $17.52,,,$519K premium flow at $18 calls with 100% ask aggression.,,hit,hit,73.53,18.27,t,t,correct,"FIXED. Same issue. Price is at 17.88. Entry should be at VWAP, 17.74 Target is correct. Invalidation is correct. ",03/30/2026 1:20 AM ET
03/27/2026,1:20 PM ET,SPY,algorithm,call,bullish,630.00,"April 2, 2026",705000.00,6.00,60,v2,,f,637.58,At VWAP ($640.06) — Near $637.58,640.06637,$650.33,$669.46,Below $624.83,,,$705K premium flow at $630 calls with 100% ask aggression. Price at $638.45 below VWAP ($640.06). Negative gamma zone — moves will be amplified.,,hit,hit,109.49,651.54,t,f,,,
03/27/2026,1:24 PM ET,META,whale,call,bullish,525.00,"April 2, 2026",1243629.00,6.00,60,v2,,f,525.71,Near $525.71 (no VWAP data),,$536.22,$552.00,Below $515.20,,,$1.2M premium flow at $525 calls with 99% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,1:28 PM ET,SLV,whale,put,bearish,62.50,"April 2, 2026",1099994.00,6.00,60,v2,,f,63.06,Near $63.06 (no VWAP data),,$61.80,$59.91,Above $64.32,,,$1.1M premium flow at $62.5 puts with 100% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,1:29 PM ET,IWM,algorithm,put,bearish,241.00,"April 6, 2026",570506.00,10.00,100,v2,,t,243.78,Near $243.78 (no VWAP data),243.78,$238.90,$231.59,Above $248.66,,,$571K premium flow at $241 puts with 97% ask aggression.,,hit,hit,104.30,238.69,t,t,correct,"Same issue. Price is at 243.78. Entry is below price at 241.  (SHOULD BE NOW) Invalidation is above price at 245, Should be around 243-244. ",03/30/2026 1:19 AM ET
03/27/2026,1:29 PM ET,GLD,whale,put,bearish,415.00,"April 2, 2026",2434340.00,8.00,80,v2,,t,412.79,Near $412.79 (no VWAP data),,$404.53,$392.15,Above $421.05,,,$2.4M premium flow at $415 puts with 80% ask aggression. Price at $413.18 above VWAP ($412.54). Negative gamma zone — moves will be amplified.,,partial_hit,partial_hit,,,f,f,,,
03/27/2026,1:29 PM ET,AAPL,whale,call,bullish,262.50,"April 17, 2026",1194996.00,8.00,80,v2,,t,250.41,On bounce from VWAP ($253.39) — Near $250.41,253.3925,$262.50,$267.75,Below $245.40,,,$1.2M premium sweep at $262.5 calls with 100% ask aggression. Price at $251.95 below VWAP ($253.39).,,miss,missed,47.73,256.18,t,t,wrong,How is this a HIT? Price was at 251 and price is not 247 and its a call? ,03/30/2026 1:07 AM ET
03/27/2026,1:29 PM ET,SPX,algorithm,put,bearish,5700.00,"April 17, 2026",644680.00,7.00,70,v2,,f,6398.53,Near $6398.53 (no VWAP data),6398.53,$6270.56,$6078.60,Above $6526.50,,,$645K premium flow at $5700 puts with 100% ask aggression.,,miss,missed,63.78,6316.91,t,t,,,
03/27/2026,2:33 PM ET,USO,algorithm,call,bullish,122.00,"April 17, 2026",950819.00,6.00,60,v2,,f,123.61,Near $123.61 (no VWAP data),,$126.08,$129.79,Below $121.14,,,$951K premium sweep at $122 calls with 95% ask aggression.,,partial_hit,partial_hit,,,f,f,,,
03/27/2026,2:33 PM ET,RIVN,algorithm,call,bullish,15.00,"May 1, 2026",427986.00,6.00,60,v2,,f,14.87,Near $14.87 (no VWAP data),,$15.17,$15.61,Below $14.57,,,$428K premium flow at $15 calls with 100% ask aggression.,,watching,hit,,,f,f,,,
03/27/2026,2:45 PM ET,IWM,whale,put,bearish,240.00,"March 31, 2026",1557206.00,7.00,70,v2,,f,243.72,At VWAP ($244.93) — Near $243.72,244.93243,$240.00,$235.20,Above $248.59,,,$1.6M premium sweep at $240 puts with 89% ask aggression. Price at $243.97 below VWAP ($244.93). Negative gamma zone — moves will be amplified.,,hit,hit,101.88,239.93,t,f,correct,,03/30/2026 1:04 AM ET
03/27/2026,2:45 PM ET,BMNR,algorithm,put,bearish,16.00,"May 1, 2026",421100.00,6.00,60,v2,,f,18.48,Near $18.48 (no VWAP data),18.48,$18.11,$17.56,Above $18.85,,,$421K premium flow at $16 puts with 100% ask aggression.,,partial_hit,partial_hit,54.05,18.28,t,t,correct,"Price is at $18.48, Entry is incorrect. Invalidation is Incorrect. Target is correct. Entry should be at time of price and invalidation should be above vwap at 18.59",03/30/2026 1:15 AM ET
