id,created_at,detected_at,ticker,category,option_type,strike,expiry,premium,confidence,conviction_score,entry_trigger,target,target_near,invalidation,signal_quality,algo_version,reason,is_biddie_pick,outcome,mfe_percent,max_favorable_price,price_at_signal,entry_price,direction,suggested_trade,trade_status,entry_price_reached,invalidation_breached,gamma_zone,gamma_description,review_status,review_note,reviewed_at
59c6a15b-95a2-4d93-8583-844995535c2f,2026-04-03 13:30:15.321636+00,2026-04-03 00:00:00+00,SPXW,algorithm,put,6500.00,"April 9, 2026",131790.00,8.50,85,Above VWAP ($6559.4) — needs break below $6559.4 for entry,"$6550.79 (previous swing low), then $6546.31",,Above $6559.4 (VWAP reclaim invalidates bearish thesis),,v2,$132K put flow at $6500 strike with 94% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,t,pending,,,6582.69,,bearish,,watching,f,f,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
231fa966-0c0d-4274-8fe8-3cfaef219323,2026-04-03 13:30:15.222148+00,2026-04-03 00:00:00+00,SPXW,algorithm,put,6540.00,"April 8, 2026",246000.00,8.50,85,Above VWAP ($6559.4) — needs break below $6559.4 for entry,"$6550.79 (previous swing low), then $6546.31",,Above $6559.4 (VWAP reclaim invalidates bearish thesis),,v2,$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,t,pending,,,6578.83,,bearish,,watching,f,f,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
39617d87-7106-47f4-859e-1d91e1024806,2026-04-03 13:30:15.021919+00,2026-04-03 00:00:00+00,SPXW,algorithm,call,6605.00,"April 8, 2026",504200.00,10.00,100,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),,Below $6559.4 (VWAP break invalidates bullish thesis),,v2,$504K call flow at $6605 strike with 100% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,t,pending,,,6582.69,,bullish,,watching,f,f,positive,"Near call wall at $6,590 — dealers sell here, strong resistance",,,
d1d137b9-97cd-4e6d-bf7c-9a07b7c276f1,2026-04-03 13:23:56.979542+00,2026-04-03 13:23:56.979542+00,SMH,whale,put,375.00,"April 10, 2026",6850000.00,8.00,80,Whale sweep at $391.60,$383.77,$375.94,Above $391.88 (previous swing high),strong,v2,$6.8M put flow at $375 strike with 100% ask aggression. Price at $391.60.,t,pending,,,391.60,,bearish,,active,f,f,,,,,
9b84a275-cd6d-4dcf-9d75-6a6d4f1e53f1,2026-04-03 04:06:40.294223+00,2026-04-03 04:06:40.294223+00,GLD,algorithm,call,430.00,"April 10, 2026",850000.00,7.00,70,Whale sweep at $429.44,PDH at $440.19,R1 at $440.76,Below $429.41 (previous swing low),moderate,v2,$850K call sweep at $430 strike with 100% ask aggression. Price at $429.44. Negative gamma zone — moves will be amplified.,f,pending,,,429.44,,bullish,,active,f,f,,,,,
c5549abb-1167-494f-83db-692e5e62e147,2026-04-03 00:15:20.652138+00,2026-04-03 00:15:20.652138+00,QQQ,algorithm,call,590.00,"April 8, 2026",496320.00,7.00,70,Near Pivot ($584.16) — $584.80,PDH at $587.74,R1 at $587.90,Below $584.26 (previous swing low),moderate,v2,$496K call flow at $590 strike with 100% ask aggression. Price at $584.80. Negative gamma zone — moves will be amplified.,f,pending,,,584.80,,bullish,,active,f,f,,,,,
89c03141-f1ed-4a58-ad6e-4c9aaa350acb,2026-04-02 22:52:34.6548+00,2026-04-02 22:52:34.6548+00,SMH,whale,put,375.00,"April 2, 2026",6850000.00,8.00,80,Whale sweep at $391.54,$390.00 (GEX put wall — likely support),S1 at $386.69,Above $391.95 (previous swing high),strong,v2,$6.8M put flow at $375 strike with 100% ask aggression. Price at $391.54 above VWAP ($388.24).,t,missed,22.08,391.20,391.54,391.54,bearish,,miss,t,f,,,,,
5b4b536e-a8a9-49da-8c68-1546fc02bc4c,2026-04-02 20:24:03.729698+00,2026-04-02 20:24:03.729698+00,GLD,spread,call,430.00,"April 17, 2026",850000.00,7.00,70,Confirmed hold above $429.44 VWAP sweep level with momentum continuation,$430.00 (GEX call wall — likely resistance),,Below $428.20 (previous swing low),moderate,v2,"The target is explicitly capped at PDH $440.19 with R1 sitting directly above at $440.76, creating a natural ceiling that makes the $440 short call ideal for offsetting premium cost. GLD options carry elevated IV given macro gold momentum, and selling the $440 call against the $430 long meaningfully reduces cost basis while capturing the full expected move.",f,partial_hit,62.50,429.79,429.44,429.44,bullish,,partial,t,f,,,,,
de3fa1ab-81d8-467f-b5b0-304012736695,2026-04-02 20:04:02.729461+00,2026-04-02 20:04:02.729461+00,MSFT,whale,call,415.00,"April 2, 2026",1053294.00,6.00,60,Whale sweep at $372.41,$375.00 (GEX call wall — likely resistance),$387.31,Below $372.01 (previous swing low),moderate,v2,$1.1M call flow at $415 strike with 100% ask aggression. Price at $372.41 above VWAP ($369.80).,f,near_miss,33.20,373.27,372.41,372.41,bullish,,near_miss,t,f,,,,,
b692dd5e-3f6d-4bf7-aec9-851fbbd75c5a,2026-04-02 20:00:05.335388+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6705.00,"April 9, 2026",221200.00,9.00,90,VWAP retest from above at $6557.73 — bounce is your entry,"$6582.4 (previous swing high), then $6582.44",,Below $6557.73 (VWAP break invalidates bullish thesis),,v2,$221K call flow at $6705 strike with 27% ask aggression. Price at $6581.98. Negative gamma zone — moves will be amplified.,t,hit,4745.24,6601.91,6581.98,6557.73,bullish,,hit,t,t,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
95875f94-03a3-4656-b8b1-fe624acef8c4,2026-04-02 19:54:00.829818+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6540.00,"April 8, 2026",246000.00,8.50,85,Above VWAP ($6557.41) — needs break below $6557.41 for entry,"$6565.36 (previous swing low), then $6564.44",,Above $6557.41 (VWAP reclaim invalidates bearish thesis),,v2,$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,t,hit,771.27,6474.94,6578.83,6557.416557,bearish,,hit,t,t,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
bb40cd1a-4f1d-42f5-88f1-2d250ba0220f,2026-04-02 19:51:11.08871+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6530.00,"April 8, 2026",151980.00,7.00,70,Above VWAP ($6557.42) — needs break below $6557.42 for entry,"$6565.36 (previous swing low), then $6564.44",,Above $6557.42 (VWAP reclaim invalidates bearish thesis),,v2,$152K put flow at $6530 strike with 0% ask aggression. Price at $6569.39. Negative gamma zone — moves will be amplified.,f,hit,2343.67,6474.94,6569.39,6557.426557,bearish,,hit,t,t,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
be5c6aad-0948-495a-9fce-f26ec68616c2,2026-04-02 19:51:10.924628+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6580.00,"April 2, 2026",100600.00,9.00,90,VWAP retest from above at $6557.42 — bounce is your entry,"$6582.4 (previous swing high), then $6582.44",,Below $6557.42 (VWAP break invalidates bullish thesis),,v2,$101K call flow at $6580 strike with 24% ask aggression. Price at $6578.81. Negative gamma zone — moves will be amplified.,t,hit,643.45,6601.91,6578.81,6557.42,bullish,,hit,t,t,positive,"Near call wall at $6,580 — dealers sell here, strong resistance",,,
27df0ade-d80f-4340-ba1e-d5bbb7cc1443,2026-04-02 19:44:57.642396+00,2026-04-02 19:44:57.642396+00,TSLA,algorithm,put,345.00,"April 2, 2026",333728.00,7.00,70,Below VWAP ($364.48) — Near $360.43,$360.00 (GEX put wall — likely support),$346.01,Above $360.92 (previous swing high),moderate,v2,$334K put flow at $345 strike with 100% ask aggression. Price at $360.43 below VWAP ($364.48).,f,hit,139.53,359.83,360.43,364.4836,bearish,,hit,t,t,,,,,
58e9521e-c27f-4853-9788-b8747b9a125c,2026-04-02 19:38:36.537572+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6245.00,"April 17, 2026",142250.00,7.00,70,Above VWAP ($6556.83) — needs break below $6556.83 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6556.83 (VWAP reclaim invalidates bearish thesis),,v2,$142K put flow at $6245 strike with 11% ask aggression. Price at $6568.76.,f,hit,2171.76,6474.94,6568.76,6556.836556,bearish,,hit,t,t,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
2edd97bf-70e6-439d-860b-d1984012996c,2026-04-02 19:38:36.237663+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6375.00,"April 6, 2026",128210.00,7.50,75,Above VWAP ($6556.83) — needs break below $6556.83 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6556.83 (VWAP reclaim invalidates bearish thesis),,v2,$128K put sweep at $6375 strike with 0% ask aggression. Price at $6568.87.,f,hit,2120.32,6474.94,6568.87,6556.836556,bearish,,hit,t,t,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
eeef9259-2d51-45d9-b6ca-e750b7cb75b8,2026-04-02 19:37:03.686508+00,2026-04-02 19:37:03.686508+00,SPY,algorithm,call,660.00,"April 9, 2026",296326.00,6.00,60,At VWAP ($652.53) — Near $654.38,$655.00 (GEX call wall — likely resistance),PDH at $658.52,Below $653.36 (previous swing low),moderate,v2,"$296K call flow at $660 strike with 100% ask aggression. Price at $654.38 above VWAP ($652.53). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $653 (higher low, higher high — confirmed).",f,hit,277.42,656.10,654.38,652.53654,bullish,,hit,t,f,,,,,
ad4933ca-dff5-4b8f-9eae-16ec53560626,2026-04-02 19:37:03.478743+00,2026-04-02 19:37:03.478743+00,TSLA,algorithm,put,370.00,"April 2, 2026",325599.00,7.00,70,Below VWAP ($364.56) — Near $359.73,$352.54,$345.34,Above $360.92 (previous swing high),moderate,v2,$326K put flow at $370 strike with 100% ask aggression. Price at $359.73 below VWAP ($364.56).,f,missed,-1.39,359.83,359.73,364.56359,bearish,,miss,t,t,,,wrong,"No where close to the price for entry, all the way off ",2026-04-03 03:33:45.340726+00
93abf4b8-3eac-4581-8ca9-6ff458dd085e,2026-04-02 19:35:28.538865+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6400.00,"April 10, 2026",114240.00,7.50,75,Above VWAP ($6556.67) — needs break below $6556.67 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6556.67 (VWAP reclaim invalidates bearish thesis),,v2,$114K put flow at $6400 strike with 100% ask aggression. Price at $6567.12.,f,hit,3439.55,6474.94,6567.12,6556.676556,bearish,,hit,t,t,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
9beb50f0-c089-4d7d-9d20-f04a850a7a7e,2026-04-02 19:32:33.81439+00,2026-04-02 19:32:33.81439+00,IWM,algorithm,call,255.00,"April 2, 2026",705888.00,7.00,70,Above VWAP ($248.79) — Near $250.72,$251.00 (GEX call wall — likely resistance),$257.49,Below $249.76 (previous swing low),moderate,v2,"$706K call flow at $255 strike with 100% ask aggression. Price at $250.72 above VWAP ($248.79). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $250.37 (higher low, higher high — confirmed).",f,hit,225.00,251.35,250.72,248.7925,bullish,,hit,t,f,,,,,
58ed13ea-417d-4545-95b8-0f3b0886ab5c,2026-04-02 19:26:09.823089+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6650.00,"April 6, 2026",127070.00,8.00,80,VWAP retest from above at $6556.53 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",,Below $6556.53 (VWAP break invalidates bullish thesis),,v2,$127K call flow at $6650 strike with 70% ask aggression. Price at $6568.29. Negative gamma zone — moves will be amplified.,t,hit,857.65,6601.91,6568.29,6556.53,bullish,,hit,t,t,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
d6abd768-9e9a-44c5-9b2c-19a8da8b24d1,2026-04-02 19:24:16.137955+00,2026-04-02 19:24:16.137955+00,QQQ,algorithm,call,583.00,"April 2, 2026",427084.00,7.00,70,Near $583.75 (no VWAP data),$585.00 (GEX call wall — likely resistance),$607.10,Below $581.99 (previous swing low),moderate,v2,$427K call flow at $583 strike with 99% ask aggression. Price at $583.75. Negative gamma zone — moves will be amplified.,f,hit,107.20,585.09,583.75,583.75,bullish,,hit,t,f,,,,,
a2c8b645-5827-40d5-9ee8-d9ffc035fcd0,2026-04-02 19:20:51.334608+00,2026-04-02 19:20:51.334608+00,SNDK,whale,call,685.00,"April 2, 2026",1848596.00,6.00,60,Whale sweep at $696.77,$700.00 (GEX call wall — likely resistance),$724.64,Below $682.83,moderate,v2,$1.8M call flow at $685 strike with 98% ask aggression. Price at $696.77.,f,hit,177.40,702.50,696.77,696.77,bullish,,hit,t,f,,,,,
e69d8291-b93e-4b67-b841-bf1f51db20aa,2026-04-02 19:18:18.228732+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6575.00,"April 9, 2026",248960.00,8.50,85,VWAP retest from above at $6556.19 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",,Below $6556.19 (VWAP break invalidates bullish thesis),,v2,$249K call flow at $6575 strike with 71% ask aggression. Price at $6569.19. Negative gamma zone — moves will be amplified.,t,hit,1083.44,6601.91,6569.19,6556.19,bullish,,hit,t,t,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
d782d1f4-ce3c-40ff-9d3d-fa38e1689535,2026-04-02 19:15:43.631054+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6450.00,"April 2, 2026",122640.00,8.00,80,VWAP retest from above at $6555.99 — bounce is your entry,"$6573.66 (previous swing high), then $6573.84",,Below $6555.99 (VWAP break invalidates bullish thesis),,v2,$123K call flow at $6450 strike with 0% ask aggression. Price at $6572.57. Negative gamma zone — moves will be amplified.,t,hit,2691.74,6601.91,6572.57,6555.99,bullish,,hit,t,t,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
12d730ca-3587-4b4a-9d18-666fd69687d0,2026-04-02 19:08:20.482683+00,2026-04-02 19:08:20.482683+00,GLD,algorithm,call,429.00,"April 2, 2026",623946.00,7.00,70,Above VWAP ($427.29) — Near $429.63,$430.00 (GEX call wall — likely resistance),R1 at $440.76,Below $427.73 (previous swing low),moderate,v2,$624K call flow at $429 strike with 98% ask aggression. Price at $429.63 above VWAP ($427.29). Negative gamma zone — moves will be amplified.,f,near_miss,67.57,429.88,429.63,427.29429,bullish,,near_miss,t,f,,,correct,already a hit ,2026-04-03 03:34:01.985644+00
397c0f63-fe2f-4f6c-9f80-0da6ccfe3b8c,2026-04-02 19:06:28.187948+00,2026-04-02 00:00:00+00,SPX,algorithm,call,6900.00,"May 15, 2026",383000.00,8.00,80,VWAP retest from above at $6555.74 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",,Below $6555.74 (VWAP break invalidates bullish thesis),,v2,$383K call flow at $6900 strike with 100% ask aggression. Price at $6570.71.,t,hit,2080.00,6601.91,6570.71,6555.74,bullish,,hit,t,t,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
0d7fbed8-5d70-4d7b-ade8-adb045fc0790,2026-04-02 19:04:13.966154+00,2026-04-02 19:04:13.966154+00,XOM,spread,call,165.00,"April 17, 2026",1724541.00,7.00,70,Confirmed hold above VWAP $162.13 with price reclaiming $162.50,$165.00 (GEX call wall — likely resistance),,Below $160.45 (previous swing low),moderate,v2,"XOM is trading below the $165 strike with a clear institutional target at R1 $166.01, making a $162/$167 vertical spread more efficient than buying the deep $165 call outright — the short $167 call caps gains just above the identified target while meaningfully reducing cost basis and improving risk/reward on a stock that still needs to move ~3% to get in the money on the original strike.",f,missed,-2.49,161.29,161.38,162.13162,bullish,,miss,f,t,,,,,
8fe4f62f-6e4e-4956-88bd-7bcd5c35e340,2026-04-02 19:02:21.911904+00,2026-04-02 19:02:21.911904+00,MU,algorithm,put,365.00,"April 2, 2026",640788.00,6.00,60,Near $365.10 (no VWAP data),$357.80,$350.50,Above $372.40,moderate,v2,$641K put flow at $365 strike with 100% ask aggression. Price at $365.10.,f,missed,25.21,363.26,365.10,365.1,bearish,,miss,t,f,,,,,
69481ef5-5a39-4001-a2db-f2c12d93694a,2026-04-02 18:57:34.38599+00,2026-04-02 18:57:34.38599+00,SNDK,algorithm,call,667.50,"April 2, 2026",392074.00,6.00,60,Near $694.74 (no VWAP data),$700.00 (GEX call wall — likely resistance),$722.53,Below $680.85,moderate,v2,$392K call sweep at $667.5 strike with 100% ask aggression. Price at $694.74.,f,hit,147.53,702.50,694.74,694.74,bullish,,hit,t,f,,,,,
066375cd-2fb3-4b6d-853e-2f9f178344b5,2026-04-02 18:57:34.086991+00,2026-04-02 18:57:34.086991+00,NOW,algorithm,call,102.00,"April 2, 2026",376730.00,7.00,70,Near $101.73 (no VWAP data),$103.76,$105.80,Below $99.70,moderate,v2,$377K call flow at $102 strike with 100% ask aggression. Price at $101.73.,f,missed,23.65,102.21,101.73,101.73,bullish,,miss,t,f,,,,,
0f5343ea-0f49-49bd-b565-3eec8d9fa1d9,2026-04-02 18:56:33.922431+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6275.00,"April 14, 2026",342810.00,6.00,60,Above VWAP ($6555.3) — needs break below $6555.3 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6555.3 (VWAP reclaim invalidates bearish thesis),,v2,$343K put flow at $6275 strike with 0% ask aggression. Price at $6572.47.,f,hit,1214.57,6474.94,6572.47,6555.36555,bearish,,hit,t,t,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
0eb57256-1caf-48b8-a357-4f2ebe531049,2026-04-02 18:56:33.8001+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6475.00,"April 6, 2026",409320.00,7.00,70,Above VWAP ($6555.3) — needs break below $6555.3 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6555.3 (VWAP reclaim invalidates bearish thesis),,v2,$409K put flow at $6475 strike with 63% ask aggression. Price at $6570.88. Negative gamma zone — moves will be amplified.,f,hit,1489.75,6474.94,6570.88,6555.36555,bearish,,hit,t,t,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
e20bbeec-ba88-49f4-9768-296173726940,2026-04-02 18:52:47.886455+00,2026-04-02 18:52:47.886455+00,XOM,whale,call,165.00,"April 2, 2026",1724541.00,6.00,60,Whale sweep at $160.75,VWAP at $162.16,R1 at $166.01,Below $160.38 (previous swing low),moderate,v2,$1.7M call flow at $165 strike with 100% ask aggression. Price at $160.75 below VWAP ($162.16).,f,partial_hit,57.45,161.56,160.75,160.75,bullish,,partial,t,t,,,,,
99486407-7c46-4c3b-b2a6-e996594c2272,2026-04-02 18:49:48.58622+00,2026-04-02 00:00:00+00,SPXW,algorithm,call,6700.00,"April 10, 2026",229000.00,7.00,70,VWAP retest from above at $6554.82 — bounce is your entry,"$6572.21 (previous swing high), then $6573.84",,Below $6554.82 (VWAP break invalidates bullish thesis),,v2,$229K call flow at $6700 strike with 24% ask aggression. Price at $6568.54.,f,hit,909.26,6601.91,6568.54,6554.82,bullish,,hit,t,t,positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",,,
03e67b95-1abe-451f-a36c-1a0e06f9f78b,2026-04-02 18:49:47.986125+00,2026-04-02 00:00:00+00,SPXW,algorithm,put,6570.00,"April 2, 2026",117000.00,8.00,80,Above VWAP ($6554.82) — needs break below $6554.82 for entry,"$6564.44 (previous swing low), then $6558.64",,Above $6554.82 (VWAP reclaim invalidates bearish thesis),,v2,$117K put flow at $6570 strike with 29% ask aggression. Price at $6569.90. Negative gamma zone — moves will be amplified.,t,hit,1739.19,6474.94,6569.90,6554.826554,bearish,,hit,t,t,positive,"Near call wall at $6,575 — dealers sell here, strong resistance",,,
3c96f70f-d9a1-4875-b6ae-98f1a997567e,2026-04-02 18:37:49.586101+00,2026-04-02 00:00:00+00,SPX,algorithm,put,6200.00,"May 15, 2026",2044990.00,6.50,65,Above VWAP ($6554.45) — needs break below $6554.45 for entry,"$6558.64 (previous swing low), then $6558.04",,Above $6554.45 (VWAP reclaim invalidates bearish thesis),,v2,$2.0M put flow at $6200 strike with 13% ask aggression. Price at $6560.58.,f,hit,4414.43,6474.94,6560.58,6554.456554,bearish,,hit,t,t,negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",,,
8d839bfd-2c21-4a40-9b16-d9797a452555,2026-04-02 18:28:43.286088+00,2026-04-02 00:00:00+00,SPX,algorithm,call,6455.00,"April 17, 2026",924320.00,8.00,80,VWAP retest from above at $6554.23 — bounce is your entry,"$6567.5 (previous swing high), then $6572.21",,Below $6554.23 (VWAP break invalidates bullish thesis),,v2,$924K call flow at $6455 strike with 0% ask aggression. Price at $6558.31. Negative gamma zone — moves will be amplified.,t,hit,474.43,6601.91,6558.31,6554.23,bullish,,hit,t,t,negative,"Near put wall at $6,475 — dealers buy here, strong support",,,
815aaa0e-d423-4dbb-a679-8350b0caa0e4,2026-04-02 18:24:35.98611+00,2026-04-02 18:24:35.98611+00,MU,spread,call,380.00,"April 17, 2026",777677.00,7.00,70,Above VWAP ($357.03) with price holding above $361.67 swing low,$365.00 (GEX call wall — likely resistance),,Below $361.67 (previous swing low),moderate,v2,"MU's strike at $380 sits right at PDH $377.89 and just below R1 $382.82, forming a clear resistance ceiling that makes selling the $380 call structurally sound rather than arbitrary. Semiconductor IV tends to be elevated around key levels, so the short call meaningfully reduces cost basis while the spread width captures the full anticipated move.",f,hit,152.27,365.23,364.56,357.03361,bullish,,hit,t,f,,,,,
ee262168-df21-48df-8119-a1d54024e8d9,2026-04-02 18:24:35.78619+00,2026-04-02 18:24:35.78619+00,GLD,spread,call,427.00,"April 17, 2026",958080.00,7.00,70,At or near VWAP ($427.20) with price holding above $426.82,$430.00 (GEX call wall — likely resistance),,Below $426.82 (previous swing low),moderate,v2,"GLD is nearly at-the-money with a well-defined target at PDH $440.19, making the $440 short call a natural ceiling that captures the full expected move. Selling the $440 call meaningfully reduces premium outlay while preserving nearly all the trade's upside, improving risk-reward versus an outright call at elevated gold volatility levels.",f,partial_hit,54.73,428.90,427.57,427.20426,bullish,,partial,t,f,,,,,
