Signal Date,Signal Time (ET),Ticker,Category,Call/Put,Strike,Expiry,Premium,Confidence,Signal Quality,Price at Signal,Entry Trigger,Target,Invalidation,Reason,Outcome,MFE %,Review Status,Review Note
2026-03-27,12:59:53,PLTR,algorithm,call,144.00,"April 2, 2026",392874.00,7.00,,143.41,Near $143.41 (no VWAP data),$146.28,Below $140.54,$393K premium flow at $144 calls with 97% ask aggression.,partial_hit,,,
2026-03-27,12:59:53,UUUU,algorithm,put,18.00,"April 17, 2026",512120.00,6.00,,18.10,Near $18.10 (no VWAP data),$17.74,Above $18.46,$512K premium flow at $18 puts with 100% ask aggression.,hit,,,
2026-03-27,12:59:54,XLF,algorithm,call,49.00,"April 17, 2026",405646.00,6.00,,48.20,Near $48.20 (no VWAP data),$49.16,Below $47.24,$406K premium flow at $49 calls with 100% ask aggression.,hit,142.31,,
2026-03-27,13:04:02,SNDK,algorithm,put,670.00,"April 2, 2026",915000.00,7.00,,619.33,At VWAP ($620.73) — Near $619.33,$606.94,Above $631.72,"$915K premium flow at $670 puts with 75% ask aggression. Price at $619.11 below VWAP ($620.73). Price action confirmed: SR Tag + 2 Red Bars at $621.62 (lower high, lower low — confirmed).",hit,,,
2026-03-27,13:08:06,UAL,algorithm,put,85.00,"April 17, 2026",639222.00,6.00,,90.15,Near $90.15 (no VWAP data),$88.35,Above $91.95,$639K premium flow at $85 puts with 100% ask aggression.,hit,142.78,correct,"FIXED Same issue. Price is at 90.15. Entry is incorrect, it should be around now as its at a major key level. Target is correct, invalidation should be like 90.78 (not under the entry) "
2026-03-27,13:20:09,SPY,whale,put,652.00,"March 31, 2026",1634088.00,7.00,,637.58,At VWAP ($640.06) — Near $637.58,$624.83,Above $650.33,"$1.6M premium flow at $652 puts with 99% ask aggression. Price at $638.45 below VWAP ($640.06). Price action confirmed: SR Tag + 2 Red Bars at $638.22 (lower high, lower low — confirmed).",partial_hit,65.10,,
2026-03-27,13:20:10,HL,algorithm,call,18.00,"April 24, 2026",519350.00,6.00,,17.88,Near $17.88 (no VWAP data),$18.24,Below $17.52,$519K premium flow at $18 calls with 100% ask aggression.,hit,73.53,correct,"FIXED. Same issue. Price is at 17.88. Entry should be at VWAP, 17.74 Target is correct. Invalidation is correct. "
2026-03-27,13:20:10,SPY,algorithm,call,630.00,"April 2, 2026",705000.00,6.00,,637.58,At VWAP ($640.06) — Near $637.58,$650.33,Below $624.83,$705K premium flow at $630 calls with 100% ask aggression. Price at $638.45 below VWAP ($640.06). Negative gamma zone — moves will be amplified.,hit,109.49,,
2026-03-27,13:24:02,META,whale,call,525.00,"April 2, 2026",1243629.00,6.00,,525.71,Near $525.71 (no VWAP data),$536.22,Below $515.20,$1.2M premium flow at $525 calls with 99% ask aggression.,hit,,,
2026-03-27,13:28:17,SLV,whale,put,62.50,"April 2, 2026",1099994.00,6.00,,63.06,Near $63.06 (no VWAP data),$61.80,Above $64.32,$1.1M premium flow at $62.5 puts with 100% ask aggression.,hit,,,
2026-03-27,13:29:40,IWM,algorithm,put,241.00,"April 6, 2026",570506.00,10.00,,243.78,Near $243.78 (no VWAP data),$238.90,Above $248.66,$571K premium flow at $241 puts with 97% ask aggression.,hit,104.30,correct,"Same issue. Price is at 243.78. Entry is below price at 241.  (SHOULD BE NOW) Invalidation is above price at 245, Should be around 243-244. "
2026-03-27,13:29:44,GLD,whale,put,415.00,"April 2, 2026",2434340.00,8.00,,412.79,Near $412.79 (no VWAP data),$404.53,Above $421.05,$2.4M premium flow at $415 puts with 80% ask aggression. Price at $413.18 above VWAP ($412.54). Negative gamma zone — moves will be amplified.,partial_hit,,,
2026-03-27,13:29:44,AAPL,whale,call,262.50,"April 17, 2026",1194996.00,8.00,,250.41,On bounce from VWAP ($253.39) — Near $250.41,$262.50,Below $245.40,$1.2M premium sweep at $262.5 calls with 100% ask aggression. Price at $251.95 below VWAP ($253.39).,missed,47.73,wrong,How is this a HIT? Price was at 251 and price is not 247 and its a call? 
2026-03-27,13:29:45,SPX,algorithm,put,5700.00,"April 17, 2026",644680.00,7.00,,6398.53,Near $6398.53 (no VWAP data),$6270.56,Above $6526.50,$645K premium flow at $5700 puts with 100% ask aggression.,missed,63.78,,
2026-03-27,14:33:20,USO,algorithm,call,122.00,"April 17, 2026",950819.00,6.00,,123.61,Near $123.61 (no VWAP data),$126.08,Below $121.14,$951K premium sweep at $122 calls with 95% ask aggression.,partial_hit,,,
2026-03-27,14:33:20,RIVN,algorithm,call,15.00,"May 1, 2026",427986.00,6.00,,14.87,Near $14.87 (no VWAP data),$15.17,Below $14.57,$428K premium flow at $15 calls with 100% ask aggression.,hit,,,
2026-03-27,14:45:13,IWM,whale,put,240.00,"March 31, 2026",1557206.00,7.00,,243.72,At VWAP ($244.93) — Near $243.72,$240.00,Above $248.59,$1.6M premium sweep at $240 puts with 89% ask aggression. Price at $243.97 below VWAP ($244.93). Negative gamma zone — moves will be amplified.,hit,101.88,correct,
2026-03-27,14:45:14,BMNR,algorithm,put,16.00,"May 1, 2026",421100.00,6.00,,18.48,Near $18.48 (no VWAP data),$18.11,Above $18.85,$421K premium flow at $16 puts with 100% ask aggression.,partial_hit,54.05,correct,"Price is at $18.48, Entry is incorrect. Invalidation is Incorrect. Target is correct. Entry should be at time of price and invalidation should be above vwap at 18.59"
2026-03-27,14:46:09,MU,algorithm,call,357.50,"April 2, 2026",520000.00,6.00,,357.55,Near $357.55 (no VWAP data),$364.70,Below $350.40,$520K premium flow at $357.5 calls with 80% ask aggression.,hit,,,
2026-03-27,15:09:53,SPY,algorithm,put,604.00,"April 17, 2026",669000.00,8.00,,634.72,Below VWAP ($638.83) — Near $634.72,$604.00,Above $647.41,$669K premium sweep at $604 puts with 100% ask aggression. Price at $634.67 below VWAP ($638.83).,missed,17.71,correct,
2026-03-27,15:09:53,NEM,algorithm,call,102.00,"April 24, 2026",480780.00,8.00,,101.82,At VWAP ($101.61) — Near $101.82,$104.04,Below $99.78,$481K premium flow at $102 calls with 100% ask aggression. Price at $101.96 above VWAP ($101.61). Negative gamma zone — moves will be amplified.,partial_hit,,,
2026-03-27,15:09:53,AMD,algorithm,put,197.50,"April 17, 2026",680220.00,7.00,,201.30,Near $201.30 (no VWAP data),$197.50,Above $205.33,$680K premium flow at $197.5 puts with 100% ask aggression. Price at $201.38 above VWAP ($200.76). Negative gamma zone — moves will be amplified.,partial_hit,,,
2026-03-27,15:15:56,IWM,algorithm,put,237.00,"March 31, 2026",479034.00,8.00,,243.65,At VWAP ($244.81) — Near $243.65,$237.00,Above $248.52,$479K premium sweep at $237 puts with 100% ask aggression. Price at $243.43 below VWAP ($244.81).,partial_hit,78.80,,
2026-03-27,15:15:56,SPY,algorithm,put,600.00,"April 17, 2026",309651.00,7.00,,635.41,Below VWAP ($638.75) — Near $635.41,$600.00,Above $648.12,$310K premium flow at $600 puts with 100% ask aggression. Price at $635.08 below VWAP ($638.75).,missed,17.31,correct,
2026-03-27,15:41:43,QQQ,algorithm,put,550.00,"April 17, 2026",421197.00,6.00,,562.60,Below VWAP ($566.57) — Near $562.60,$550.00,Above $573.85,$421K premium flow at $550 puts with 94% ask aggression. Price at $563.01 below VWAP ($566.57).,missed,56.43,,
2026-03-27,17:08:49,NVDA,spread,put,170.00,"March 21, 2026",661850.00,7.00,,167.48,Below VWAP ($168.64) — Near $167.48,$164.13,Above $170.83,"NVDA IV is historically elevated given recent volatility around the $170 strike, making outright puts expensive relative to the defined move. With current price at $167.58 already below the $170 strike and the signal targeting only S1 at $169.41, a bear put spread reduces premium outlay and improves risk/reward by financing the long put with a short leg near a realistic downside target.",expired,,,
2026-03-27,19:10:46,SPXW,whale,put,6600.00,"March 31, 2026",6881917.00,9.00,,6368.85,Near $6368.85 (no VWAP data),$6241.47,Above $6496.23,$6.9M premium flow at $6600 puts with 83% ask aggression.,missed,40.78,,
2026-03-27,19:10:47,SPY,algorithm,put,677.00,"April 3, 2026",649428.00,6.00,,632.71,Below VWAP ($637.37) — Near $632.71,$620.06,Above $645.36,$649K premium flow at $677 puts with 52% ask aggression. Price at $632.80 below VWAP ($637.37).,missed,27.11,wrong,
2026-03-27,20:03:25,SLV,algorithm,call,70.00,"April 3, 2026",420000.00,6.00,,63.44,Near $63.44 (no VWAP data),$70.00,Below $62.17,$420K premium flow at $70 calls with 100% ask aggression.,expired,,,
2026-03-27,23:42:57,NVDA,algorithm,put,170.00,"March 30, 2026",661850.00,6.00,,167.33,Below $170,$163.98,Above $173.40,$662K premium sweep at $170 puts with 55% ask aggression.,missed,26.27,,
2026-03-30,09:36:16,IWM,whale,put,232.00,"April 3, 2026",2671953.00,8.00,strong,244.03,Whale sweep at $244.03,PDL at $242.41,Above Pivot at $244.08,"$2.7M put flow at $232 strike with 100% ask aggression. Price at $244.03 below VWAP ($244.79). Price action confirmed: SR Tag + 2 Red Bars at $245.75 (lower high, lower low — confirmed).",hit,108.64,,
2026-03-30,09:36:17,SLV,algorithm,call,65.00,"April 3, 2026",911284.00,7.00,moderate,64.11,Whale sweep at $64.11,VWAP at $64.38,Below Pivot at $63.18,$911K call sweep at $65 strike with 100% ask aggression. Price at $64.11 below VWAP ($64.38). Negative gamma zone — moves will be amplified.,hit,192.59,,
2026-03-30,09:36:18,GLD,whale,call,420.00,"April 3, 2026",1787185.00,7.00,moderate,418.22,Whale sweep at $418.22,PDH at $418.40,Below Pivot at $412.84,$1.8M call flow at $420 strike with 100% ask aggression. Price at $418.22 below VWAP ($419.00). Negative gamma zone — moves will be amplified.,hit,1044.44,,
2026-03-30,09:36:18,TSLA,algorithm,put,360.00,"April 3, 2026",697360.00,6.00,moderate,364.81,Whale sweep at $364.81,Pivot at $363.72,Above R1 at $367.97,$697K put sweep at $360 strike with 100% ask aggression. Price at $364.81 below VWAP ($364.82). Negative gamma zone — moves will be amplified.,hit,166.06,,
2026-03-30,09:36:18,TQQQ,algorithm,call,40.00,"April 3, 2026",590175.00,6.00,moderate,39.49,At VWAP ($39.54) — Near $39.49,VWAP at $39.54,Below Pivot at $39.31,$590K call flow at $40 strike with 100% ask aggression. Price at $39.49 below VWAP ($39.54). Negative gamma zone — moves will be amplified.,hit,840.00,,
2026-03-30,09:39:56,AMZN,algorithm,call,200.00,"April 1, 2026",553990.00,6.00,moderate,201.60,Whale sweep at $201.60,Pivot at $201.69,Below PDL at $199.14,$554K call sweep at $200 strike with 87% ask aggression. Price at $201.60 above VWAP ($201.55). Negative gamma zone — moves will be amplified.,hit,833.33,,
2026-03-30,09:44:18,PLTR,algorithm,put,130.00,"April 3, 2026",839582.00,7.00,moderate,142.67,At VWAP ($143.06) — Near $142.67,PDL at $141.56,Above Pivot at $143.53,$840K put flow at $130 strike with 100% ask aggression. Price at $142.67 below VWAP ($143.06).,hit,167.57,,
2026-03-30,09:44:18,GLD,spread,call,420.00,"April 17, 2026",1787185.00,7.00,moderate,417.80,Confirmed hold above VWAP at $418.85 with price reclaiming $417.80 entry level,R1 at $420.27 and extension toward $422.00,Below Pivot at $412.84,"The R1 at $420.27 acts as a natural ceiling just above the $420 strike, making a vertical spread ideal since the upside is clearly capped near that level. Selling the $422 call meaningfully reduces cost basis while capturing the full expected move, improving risk/reward versus buying the outright call on a stock already trading near the strike.",hit,182.19,,
