Signal Date,Signal Time,Ticker,Category,Call/Put,Bullish/Bearish,Strike,Expiry,Premium,Confidence,Conviction Score,Algo Version,Signal Quality,Biddie Pick,Price at Signal,Entry Trigger,Entry Price,Target,Target Near,Invalidation,Gamma Zone,Gamma Description,Reason,Suggested Trade,Trade Status,Outcome,MFE %,Max Favorable Price,Entry Price Reached,Invalidation Breached,Review Status,Review Note,Reviewed At
03/31/2026,7:37 PM ET,SPXW,algorithm,put,bearish,6365.00,04/01/2026,2473935.00,7.00,74,v2,moderate,t,6420.00,"Above VWAP ($6,436) — Near $6,440",64366440,"$6,434 (previous swing low), then $6,405","$6,390","Above $6,436 (VWAP reclaim invalidates bearish thesis)",positive,"Above gamma flip ($6,405) but targeting a break below it. If $6,405 breaks, dealers flip to short gamma and amplify the selloff. Morning selling pressure pushing toward this level.","SPXW $6365 put expiring tomorrow with $2.47M premium. 2,663 contracts vs 523 OI (5.1x vol/OI — aggressive new positioning). 65% ask-side aggression. SPX at ~$6,420 when this hit, dropping toward gamma flip at $6,405. Strike below the gamma flip — if SPX breaks $6,405, dealers switch from long to short gamma and amplify the drop. This put targets that exact gamma flip break. Morning selloff was already pushing SPX down from $6,426.",,hit,hit,,6404.54,t,t,correct,PERFECT! Target 6405 PERFECT ,03/31/2026 9:40 PM ET
03/31/2026,7:37 PM ET,SPXW,algorithm,put,bearish,6310.00,04/02/2026,2253915.00,7.00,70,v2,moderate,t,6395.00,"Below VWAP ($6,432) — Near $6,415",64326415,"$6,405 (previous swing low), then $6,365","$6,350","Above $6,432 (VWAP reclaim invalidates bearish thesis)",negative,"Deep below gamma flip ($6,405) — short gamma territory where dealer hedging amplifies moves. 85% ask aggression shows strong conviction. Needs gamma flip break as catalyst.","SPXW $6310 put with $2.25M premium. 3,305 contracts vs 602 OI (5.5x vol/OI ratio). 85% ask aggression — very aggressive buying. Strike at $6,310, well below current price and gamma flip ($6,405). This is a short gamma acceleration target — if SPX breaks the gamma flip, dealer hedging amplifies moves and $6,310 becomes reachable. 2-day expiry gives time for the thesis to play out. Morning selloff already tested $6,380.",,miss,missed,,6411.32,t,t,correct,"Entry okay, only went to 6420",03/31/2026 8:19 PM ET
03/31/2026,7:37 PM ET,SPXW,whale,call,bullish,6500.00,04/06/2026,21050065.00,8.00,80,v2,strong,t,6405.00,"Below VWAP ($6,432) — needs reclaim above $6,432 for entry",64326432,"$6,446 (previous swing high), then $6,518","$6,450","Below $6,432 (VWAP break invalidates bullish thesis)",neutral,"Right at gamma flip ($6,405) — dealers are long gamma here and suppress downside. $21M call buy at this exact support level is a whale betting on the bounce. Key magnet and put wall confluence.","SPXW $6500 call with $21M premium — massive institutional call buying. 3,574 contracts vs 605 OI (5.9x vol/OI). 72% ask aggression. SPX was around $6,400 at the gamma flip when this hit — someone bought $21M in calls while SPX was at support. Gamma flip at $6,405 means dealers are long gamma here and will suppress further downside. This whale bet is that the gamma flip holds as support and SPX bounces. Strike at $6,500 is above current price — needs the bounce to work.",,hit,hit,499.20,6609.67,f,t,correct,"VWAP IS AT 6431. (ENTRY OF 6420 is actually below vwap, but the target is really good. ",03/31/2026 8:19 PM ET
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6460.00,2026-04-01,171350.00,7.50,70,v2,high,t,6528.52,"Above VWAP ($6,472) — Near $6,529",64726529,"$6,518 (previous swing low), then $6,517",,"Above $6,472 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $171,350 premium, 2,438 volume at $6,460 strike, SPX @ $6,528.52",,expired,expired,-244.96,6554.29,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6855.00,2026-04-01,11038336.00,7.50,70,v2,high,t,6528.52,"Above VWAP ($6,472) — Near $6,529",64726529,"$6,518 (previous swing low), then $6,517",,"Above $6,472 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $11,038,336 premium, 332 volume at $6,855 strike, SPX @ $6,528.52",,expired,expired,-244.96,6554.29,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6205.00,2026-04-01,2150696.00,7.50,70,v2,high,t,6528.52,"Above VWAP ($6,472) — Near $6,529",64726529,"$6,518 (previous swing low), then $6,517",,"Above $6,472 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $2,150,696 premium, 334 volume at $6,205 strike, SPX @ $6,528.52",,expired,expired,-244.96,6554.29,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,call,bullish,6880.00,2026-04-01,279460.00,7.50,70,v2,high,t,6528.47,"Above VWAP ($6,472) — Near $6,528",64726528,"$6,539 (previous swing high)",,"Below $6,472 (VWAP break invalidates bullish thesis)",,,"SPX call flow: $279,460 premium, 157 volume at $6,880 strike, SPX @ $6,528.47",,hit,hit,771.13,6609.67,f,f,,,
03/31/2026,9:10 PM ET,SPXW,whale,call,bullish,6920.00,2026-04-01,422410.00,7.50,70,v2,high,t,6528.47,"Above VWAP ($6,472) — Near $6,528",64726528,"$6,539 (previous swing high)",,"Below $6,472 (VWAP break invalidates bullish thesis)",,,"SPX call flow: $422,410 premium, 148 volume at $6,920 strike, SPX @ $6,528.47",,hit,hit,771.13,6609.67,f,f,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6535.00,2026-04-01,135790.00,7.50,70,v2,high,t,6519.49,"Above VWAP ($6,471) — Near $6,519",64716519,"$6,517 (previous swing low), then $6,505",,"Above $6,471 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $135,790 premium, 5,027 volume at $6,535 strike, SPX @ $6,519.49",,expired,expired,-312.45,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,call,bullish,6515.00,2026-04-01,187680.00,7.50,70,v2,high,t,6521.28,"Above VWAP ($6,471) — Near $6,521",64716521,"$6,523 (previous swing high), then $6,539",,"Below $6,471 (VWAP break invalidates bullish thesis)",,,"SPX call flow: $187,680 premium, 68,823 volume at $6,515 strike, SPX @ $6,521.28",,hit,hit,5138.95,6609.67,f,f,,,
03/31/2026,9:10 PM ET,SPXW,whale,call,bullish,6520.00,2026-04-01,112800.00,7.50,70,v2,high,t,6524.85,"Above VWAP ($6,470) — Near $6,525",64706525,"Strike at $6,520",,"Below $6,470 (VWAP break invalidates bullish thesis)",,,"SPX call flow: $112,800 premium, 81,902 volume at $6,520 strike, SPX @ $6,524.85",,hit,hit,,6609.67,f,f,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6525.00,2026-04-01,358790.00,7.50,70,v2,high,t,6523.35,"Above VWAP ($6,470) — Near $6,523",64706523,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $358,790 premium, 597 volume at $6,525 strike, SPX @ $6,523.35",,expired,expired,-61.73,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6550.00,2026-04-01,456000.00,7.50,70,v2,high,t,6532.42,"Above VWAP ($6,470) — Near $6,532",64706532,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $456,000 premium, 966 volume at $6,550 strike, SPX @ $6,532.42",,expired,expired,33.40,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6500.00,2026-04-01,123600.00,7.50,70,v2,high,t,6532.84,"Above VWAP ($6,470) — Near $6,533",64706533,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $123,600 premium, 3,920 volume at $6,500 strike, SPX @ $6,532.84",,expired,expired,35.16,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6200.00,2026-04-01,199040.00,7.50,70,v2,high,t,6535.08,"Above VWAP ($6,470) — Near $6,535",64706535,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $199,040 premium, 314 volume at $6,200 strike, SPX @ $6,535.08",,expired,expired,43.20,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,call,bullish,6545.00,2026-04-01,208620.00,7.50,70,v2,high,t,6538.83,"Above VWAP ($6,470) — Near $6,539",64706539,"Strike at $6,545",,"Below $6,470 (VWAP break invalidates bullish thesis)",,,"SPX call flow: $208,620 premium, 35,651 volume at $6,545 strike, SPX @ $6,538.83",,hit,hit,1148.14,6609.67,f,f,,,
03/31/2026,9:10 PM ET,SPXW,whale,call,bullish,6540.00,2026-04-01,136790.00,7.50,70,v2,high,t,6535.93,"Above VWAP ($6,470) — Near $6,536",64706536,"Strike at $6,540",,"Below $6,470 (VWAP break invalidates bullish thesis)",,,"SPX call flow: $136,790 premium, 61,099 volume at $6,540 strike, SPX @ $6,535.93",,hit,hit,1811.79,6609.67,f,f,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6475.00,2026-04-01,525000.00,7.50,70,v2,high,t,6533.54,"Above VWAP ($6,470) — Near $6,534",64706534,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $525,000 premium, 385 volume at $6,475 strike, SPX @ $6,533.54",,expired,expired,37.91,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6530.00,2026-04-01,363030.00,7.50,70,v2,high,t,6533.41,"Above VWAP ($6,470) — Near $6,533",64706533,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $363,030 premium, 2,168 volume at $6,530 strike, SPX @ $6,533.41",,expired,expired,37.42,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPX,whale,put,bearish,6075.00,2026-04-01,710500.00,7.50,70,v2,high,t,6533.41,"Above VWAP ($6,470) — Near $6,533",64706533,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $710,500 premium, 7,580 volume at $6,075 strike, SPX @ $6,533.41",,expired,expired,37.42,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPXW,whale,put,bearish,6575.00,2026-04-01,632970.00,7.50,70,v2,high,t,6532.88,"Above VWAP ($6,470) — Near $6,533",64706533,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $632,970 premium, 221 volume at $6,575 strike, SPX @ $6,532.88",,expired,expired,35.33,6527.27,t,t,,,
03/31/2026,9:10 PM ET,SPX,whale,put,bearish,6400.00,2026-04-01,1756980.00,7.50,70,v2,high,t,6532.08,"Above VWAP ($6,470) — Near $6,532",64706532,"$6,517 (previous swing low), then $6,505",,"Above $6,470 (VWAP reclaim invalidates bearish thesis)",,,"SPX put flow: $1,756,980 premium, 6,459 volume at $6,400 strike, SPX @ $6,532.08",,expired,expired,31.90,6527.27,t,t,,,
04/01/2026,12:09 PM ET,SPXW,algorithm,call,bullish,6530.00,"April 2, 2026",238200.00,10.00,100,v4,,f,6603.90,Broke above VWAP ($6583.16) — wait for retest at $6583.16 then enter on bounce,6583.166583,$6594.93 (previous swing high),,Below $6583.16 (VWAP break invalidates bullish thesis),,,$238K call flow at $6530 strike with 100% ask aggression. Price at $6603.90.,,hit,hit,,6609.67,t,t,wrong,,04/01/2026 8:40 PM ET
04/01/2026,12:09 PM ET,SPXW,algorithm,put,bearish,6575.00,"April 2, 2026",214830.00,9.00,90,v4,,f,6597.32,Above VWAP ($6583.16) — needs break below $6583.16 for entry,6583.166583,"$6584.66 (previous swing low), then $6564.58",,Above $6583.16 (VWAP reclaim invalidates bearish thesis),,,$215K put flow at $6575 strike with 56% ask aggression. Price at $6597.32.,,hit,hit,283.97,6561.37,t,t,correct,6583 is the last swing low. Perfect Entry. Exit was 6564 before reversal. perfect play,04/01/2026 8:44 PM ET
04/02/2026,9:54 AM ET,SPXW,whale,call,bullish,6690.00,"April 7, 2026",2603910.00,6.00,60,v2,moderate,f,6493.41,Broke above VWAP ($6489.89) — wait for retest at $6489.89 then enter on bounce,6489.896489,$6623.28,$6753.15,Below $6489.89 (VWAP break invalidates bullish thesis),,,$2.6M call flow at $6690 strike with 0% ask aggression. Price at $6493.41.,,miss,missed,14.78,6512.61,t,t,,,
04/02/2026,1:55 PM ET,SPXW,algorithm,put,bearish,6565.00,"April 2, 2026",114460.00,9.50,95,v2,,t,6565.04,Above VWAP ($6553.27) — needs break below $6553.27 for entry,6553.276553,"$6564.44 (previous swing low), then $6558.64",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$114K put flow at $6565 strike with 99% ask aggression. Price at $6565.04. Negative gamma zone — moves will be amplified.,,hit,hit,15016.67,6474.94,t,t,,,
04/02/2026,1:56 PM ET,SPXW,algorithm,put,bearish,6575.00,"May 5, 2026",231700.00,9.00,90,v2,,t,6555.36,Above VWAP ($6553.27) — needs break below $6553.27 for entry,6553.276553,"$6555.14 (previous swing low), then $6546.31",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$232K put flow at $6575 strike with 100% ask aggression. Price at $6555.36. Negative gamma zone — moves will be amplified.,,hit,hit,36554.55,6474.94,t,t,,,
04/02/2026,1:56 PM ET,SPXW,algorithm,put,bearish,6550.00,"April 2, 2026",179490.00,8.00,80,v2,,t,6554.83,Above VWAP ($6553.27) — needs break below $6553.27 for entry,6553.276553,"$6546.31 (previous swing low), then $6474.94",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$179K put flow at $6550 strike with 62% ask aggression. Price at $6554.83. Negative gamma zone — moves will be amplified.,,hit,hit,937.68,6474.94,t,t,,,
04/02/2026,1:56 PM ET,SPXW,algorithm,call,bullish,6570.00,"April 2, 2026",120400.00,8.00,80,v2,,t,6572.55,Broke above VWAP ($6553.27) — wait for retest at $6553.27 then enter on bounce,6553.276553,"$6573.84 (previous swing high), then $6582.4",,Below $6553.27 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$120K call flow at $6570 strike with 74% ask aggression. Price at $6572.55. Negative gamma zone — moves will be amplified.,,hit,hit,2275.97,6601.91,t,t,,,
04/02/2026,1:56 PM ET,SPXW,algorithm,put,bearish,6560.00,"May 1, 2026",103040.00,7.50,75,v2,,f,6567.10,Above VWAP ($6553.27) — needs break below $6553.27 for entry,6553.276553,"$6564.44 (previous swing low), then $6558.64",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$103K put flow at $6560 strike with 43% ask aggression. Price at $6567.10. Negative gamma zone — moves will be amplified.,,hit,hit,3464.66,6474.94,t,t,,,
04/02/2026,1:56 PM ET,SPXW,algorithm,put,bearish,6600.00,"April 2, 2026",135000.00,7.00,70,v2,,f,6556.39,Above VWAP ($6553.27) — needs break below $6553.27 for entry,6553.276553,"$6555.52 (previous swing low), then $6555.14",,Above $6553.27 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$135K put flow at $6600 strike with 67% ask aggression. Price at $6556.39. Negative gamma zone — moves will be amplified.,,hit,hit,9362.07,6474.94,t,t,,,
04/02/2026,1:56 PM ET,SPXW,algorithm,call,bullish,6600.00,"April 6, 2026",106950.00,7.00,70,v2,,f,6572.49,Broke above VWAP ($6553.27) — wait for retest at $6553.27 then enter on bounce,6553.276553,"$6573.84 (previous swing high), then $6582.4",,Below $6553.27 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$107K call flow at $6600 strike with 0% ask aggression. Price at $6572.49. Negative gamma zone — moves will be amplified.,,hit,hit,2179.26,6601.91,t,t,,,
04/02/2026,2:01 PM ET,SPXW,algorithm,call,bullish,6560.00,"April 2, 2026",113050.00,10.00,100,v2,,t,6556.54,VWAP retest from above at $6553.41 — bounce is your entry,6553.41,"$6572.21 (previous swing high), then $6573.84",,Below $6553.41 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$113K call flow at $6560 strike with 99% ask aggression. Price at $6556.54. Negative gamma zone — moves will be amplified.,,hit,hit,289.53,6601.91,t,t,,,
04/02/2026,2:07 PM ET,SPXW,algorithm,put,bearish,6500.00,"April 6, 2026",269120.00,8.00,80,v2,,t,6565.26,Above VWAP ($6553.66) — needs break below $6553.66 for entry,6553.666553,"$6564.44 (previous swing low), then $6558.64",,Above $6553.66 (VWAP reclaim invalidates bearish thesis),negative,"Near put wall at $6,475 — dealers buy here, strong support",$269K put flow at $6500 strike with 92% ask aggression. Price at $6565.26. Negative gamma zone — moves will be amplified.,,hit,hit,11014.63,6474.94,t,t,,,
04/02/2026,2:10 PM ET,SPXW,algorithm,put,bearish,6590.00,"April 2, 2026",138000.00,8.00,80,v2,,t,6564.10,Above VWAP ($6553.64) — needs break below $6553.64 for entry,6553.646553,"$6558.64 (previous swing low), then $6555.52",,Above $6553.64 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$138K put flow at $6590 strike with 66% ask aggression. Price at $6564.10. Negative gamma zone — moves will be amplified.,,hit,hit,1632.97,6474.94,t,t,,,
04/02/2026,2:10 PM ET,SPXW,algorithm,put,bearish,6425.00,"April 6, 2026",128570.00,6.50,65,v2,,f,6562.67,Above VWAP ($6553.64) — needs break below $6553.64 for entry,6553.646553,"$6558.64 (previous swing low), then $6555.52",,Above $6553.64 (VWAP reclaim invalidates bearish thesis),negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",$129K put flow at $6425 strike with 0% ask aggression. Price at $6562.67.,,hit,hit,2176.92,6474.94,t,t,,,
04/02/2026,2:13 PM ET,SPX,algorithm,call,bullish,6800.00,"April 17, 2026",146000.00,7.50,75,v2,,f,6565.23,Broke above VWAP ($6553.85) — wait for retest at $6553.85 then enter on bounce,6553.856553,"$6572.21 (previous swing high), then $6573.84",,Below $6553.85 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$146K call flow at $6800 strike with 100% ask aggression. Price at $6565.23.,,hit,hit,525.50,6601.91,t,t,,,
04/02/2026,2:19 PM ET,SPXW,algorithm,put,bearish,6450.00,"April 17, 2026",534360.00,7.00,70,v2,,f,6565.69,Above VWAP ($6554.01) — needs break below $6554.01 for entry,6554.016554,"$6564.44 (previous swing low), then $6558.64",,Above $6554.01 (VWAP reclaim invalidates bearish thesis),negative,"Near put wall at $6,475 — dealers buy here, strong support",$534K put flow at $6450 strike with 41% ask aggression. Price at $6565.69. Negative gamma zone — moves will be amplified.,,hit,hit,7260.00,6474.94,t,t,,,
04/02/2026,2:19 PM ET,SPXW,algorithm,call,bullish,6555.00,"April 6, 2026",102810.00,7.00,70,v2,,f,6564.47,Broke above VWAP ($6554.01) — wait for retest at $6554.01 then enter on bounce,6554.016554,"$6567.5 (previous swing high), then $6572.21",,Below $6554.01 (VWAP break invalidates bullish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$103K call flow at $6555 strike with 0% ask aggression. Price at $6564.47. Negative gamma zone — moves will be amplified.,,hit,hit,1235.64,6601.91,t,t,,,
04/02/2026,2:28 PM ET,SPX,algorithm,call,bullish,6455.00,"April 17, 2026",924320.00,8.00,80,v2,,t,6558.31,VWAP retest from above at $6554.23 — bounce is your entry,6554.23,"$6567.5 (previous swing high), then $6572.21",,Below $6554.23 (VWAP break invalidates bullish thesis),negative,"Near put wall at $6,475 — dealers buy here, strong support",$924K call flow at $6455 strike with 0% ask aggression. Price at $6558.31. Negative gamma zone — moves will be amplified.,,hit,hit,474.43,6601.91,t,t,,,
04/02/2026,2:37 PM ET,SPX,algorithm,put,bearish,6200.00,"May 15, 2026",2044990.00,6.50,65,v2,,f,6560.58,Above VWAP ($6554.45) — needs break below $6554.45 for entry,6554.456554,"$6558.64 (previous swing low), then $6558.04",,Above $6554.45 (VWAP reclaim invalidates bearish thesis),negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",$2.0M put flow at $6200 strike with 13% ask aggression. Price at $6560.58.,,hit,hit,4414.43,6474.94,t,t,,,
04/02/2026,2:49 PM ET,SPXW,algorithm,put,bearish,6570.00,"April 2, 2026",117000.00,8.00,80,v2,,t,6569.90,Above VWAP ($6554.82) — needs break below $6554.82 for entry,6554.826554,"$6564.44 (previous swing low), then $6558.64",,Above $6554.82 (VWAP reclaim invalidates bearish thesis),positive,"Near call wall at $6,575 — dealers sell here, strong resistance",$117K put flow at $6570 strike with 29% ask aggression. Price at $6569.90. Negative gamma zone — moves will be amplified.,,hit,hit,1739.19,6474.94,t,t,,,
04/02/2026,2:49 PM ET,SPXW,algorithm,call,bullish,6700.00,"April 10, 2026",229000.00,7.00,70,v2,,f,6568.54,VWAP retest from above at $6554.82 — bounce is your entry,6554.82,"$6572.21 (previous swing high), then $6573.84",,Below $6554.82 (VWAP break invalidates bullish thesis),positive,"Above gamma flip ($6475) — long gamma territory, moves suppressed",$229K call flow at $6700 strike with 24% ask aggression. Price at $6568.54.,,hit,hit,909.26,6601.91,t,t,,,
04/02/2026,2:56 PM ET,SPXW,algorithm,put,bearish,6475.00,"April 6, 2026",409320.00,7.00,70,v2,,f,6570.88,Above VWAP ($6555.3) — needs break below $6555.3 for entry,6555.36555,"$6564.44 (previous swing low), then $6558.64",,Above $6555.3 (VWAP reclaim invalidates bearish thesis),negative,"Near put wall at $6,475 — dealers buy here, strong support",$409K put flow at $6475 strike with 63% ask aggression. Price at $6570.88. Negative gamma zone — moves will be amplified.,,hit,hit,1489.75,6474.94,t,t,,,
04/02/2026,2:56 PM ET,SPXW,algorithm,put,bearish,6275.00,"April 14, 2026",342810.00,6.00,60,v2,,f,6572.47,Above VWAP ($6555.3) — needs break below $6555.3 for entry,6555.36555,"$6564.44 (previous swing low), then $6558.64",,Above $6555.3 (VWAP reclaim invalidates bearish thesis),negative,"Below gamma flip ($6475) — short gamma territory, moves amplified",$343K put flow at $6275 strike with 0% ask aggression. Price at $6572.47.,,hit,hit,1214.57,6474.94,t,t,,,
