Signal Date,Signal Time (ET),Ticker,Category,Call/Put,Strike,Expiry,Premium,Confidence,Signal Quality,Price at Signal,Entry Trigger,Target,Invalidation,Reason,Outcome,MFE %,Review Status,Review Note
2026-03-31,19:37:26,SPXW,algorithm,put,6365.00,04/01/2026,2473935.00,7.00,moderate,6420.00,"Above VWAP ($6,436) — Near $6,440","$6,434 (previous swing low), then $6,405","Above $6,436 (VWAP reclaim invalidates bearish thesis)","SPXW $6365 put expiring tomorrow with $2.47M premium. 2,663 contracts vs 523 OI (5.1x vol/OI — aggressive new positioning). 65% ask-side aggression. SPX at ~$6,420 when this hit, dropping toward gamma flip at $6,405. Strike below the gamma flip — if SPX breaks $6,405, dealers switch from long to short gamma and amplify the drop. This put targets that exact gamma flip break. Morning selloff was already pushing SPX down from $6,426.",hit,,correct,PERFECT! Target 6405 PERFECT 
2026-03-31,19:37:26,SPXW,algorithm,put,6310.00,04/02/2026,2253915.00,7.00,moderate,6395.00,"Below VWAP ($6,432) — Near $6,415","$6,405 (previous swing low), then $6,365","Above $6,432 (VWAP reclaim invalidates bearish thesis)","SPXW $6310 put with $2.25M premium. 3,305 contracts vs 602 OI (5.5x vol/OI ratio). 85% ask aggression — very aggressive buying. Strike at $6,310, well below current price and gamma flip ($6,405). This is a short gamma acceleration target — if SPX breaks the gamma flip, dealer hedging amplifies moves and $6,310 becomes reachable. 2-day expiry gives time for the thesis to play out. Morning selloff already tested $6,380.",missed,,correct,"Entry okay, only went to 6420"
2026-03-31,19:37:26,SPXW,whale,call,6500.00,04/06/2026,21050065.00,8.00,strong,6405.00,"Below VWAP ($6,432) — needs reclaim above $6,432 for entry","$6,446 (previous swing high), then $6,518","Below $6,432 (VWAP break invalidates bullish thesis)","SPXW $6500 call with $21M premium — massive institutional call buying. 3,574 contracts vs 605 OI (5.9x vol/OI). 72% ask aggression. SPX was around $6,400 at the gamma flip when this hit — someone bought $21M in calls while SPX was at support. Gamma flip at $6,405 means dealers are long gamma here and will suppress further downside. This whale bet is that the gamma flip holds as support and SPX bounces. Strike at $6,500 is above current price — needs the bounce to work.",hit,499.20,correct,"VWAP IS AT 6431. (ENTRY OF 6420 is actually below vwap, but the target is really good. "
2026-03-31,21:10:07,SPXW,whale,put,6460.00,2026-04-01,171350.00,7.50,high,6528.52,"Above VWAP ($6,472) — Near $6,529","$6,518 (previous swing low), then $6,517","Above $6,472 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $171,350 premium, 2,438 volume at $6,460 strike, SPX @ $6,528.52",expired,-244.96,,
2026-03-31,21:10:07,SPXW,whale,put,6855.00,2026-04-01,11038336.00,7.50,high,6528.52,"Above VWAP ($6,472) — Near $6,529","$6,518 (previous swing low), then $6,517","Above $6,472 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $11,038,336 premium, 332 volume at $6,855 strike, SPX @ $6,528.52",expired,-244.96,,
2026-03-31,21:10:08,SPXW,whale,put,6205.00,2026-04-01,2150696.00,7.50,high,6528.52,"Above VWAP ($6,472) — Near $6,529","$6,518 (previous swing low), then $6,517","Above $6,472 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $2,150,696 premium, 334 volume at $6,205 strike, SPX @ $6,528.52",expired,-244.96,,
2026-03-31,21:10:08,SPXW,whale,call,6880.00,2026-04-01,279460.00,7.50,high,6528.47,"Above VWAP ($6,472) — Near $6,528","$6,539 (previous swing high)","Below $6,472 (VWAP break invalidates bullish thesis)","SPX call flow: $279,460 premium, 157 volume at $6,880 strike, SPX @ $6,528.47",hit,771.13,,
2026-03-31,21:10:08,SPXW,whale,call,6920.00,2026-04-01,422410.00,7.50,high,6528.47,"Above VWAP ($6,472) — Near $6,528","$6,539 (previous swing high)","Below $6,472 (VWAP break invalidates bullish thesis)","SPX call flow: $422,410 premium, 148 volume at $6,920 strike, SPX @ $6,528.47",hit,771.13,,
2026-03-31,21:10:08,SPXW,whale,put,6535.00,2026-04-01,135790.00,7.50,high,6519.49,"Above VWAP ($6,471) — Near $6,519","$6,517 (previous swing low), then $6,505","Above $6,471 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $135,790 premium, 5,027 volume at $6,535 strike, SPX @ $6,519.49",expired,-312.45,,
2026-03-31,21:10:08,SPXW,whale,call,6515.00,2026-04-01,187680.00,7.50,high,6521.28,"Above VWAP ($6,471) — Near $6,521","$6,523 (previous swing high), then $6,539","Below $6,471 (VWAP break invalidates bullish thesis)","SPX call flow: $187,680 premium, 68,823 volume at $6,515 strike, SPX @ $6,521.28",hit,5138.95,,
2026-03-31,21:10:08,SPXW,whale,call,6520.00,2026-04-01,112800.00,7.50,high,6524.85,"Above VWAP ($6,470) — Near $6,525","Strike at $6,520","Below $6,470 (VWAP break invalidates bullish thesis)","SPX call flow: $112,800 premium, 81,902 volume at $6,520 strike, SPX @ $6,524.85",hit,,,
2026-03-31,21:10:09,SPXW,whale,put,6525.00,2026-04-01,358790.00,7.50,high,6523.35,"Above VWAP ($6,470) — Near $6,523","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $358,790 premium, 597 volume at $6,525 strike, SPX @ $6,523.35",expired,-61.73,,
2026-03-31,21:10:09,SPXW,whale,put,6550.00,2026-04-01,456000.00,7.50,high,6532.42,"Above VWAP ($6,470) — Near $6,532","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $456,000 premium, 966 volume at $6,550 strike, SPX @ $6,532.42",expired,33.40,,
2026-03-31,21:10:09,SPXW,whale,put,6500.00,2026-04-01,123600.00,7.50,high,6532.84,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $123,600 premium, 3,920 volume at $6,500 strike, SPX @ $6,532.84",expired,35.16,,
2026-03-31,21:10:09,SPXW,whale,put,6200.00,2026-04-01,199040.00,7.50,high,6535.08,"Above VWAP ($6,470) — Near $6,535","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $199,040 premium, 314 volume at $6,200 strike, SPX @ $6,535.08",expired,43.20,,
2026-03-31,21:10:09,SPXW,whale,call,6545.00,2026-04-01,208620.00,7.50,high,6538.83,"Above VWAP ($6,470) — Near $6,539","Strike at $6,545","Below $6,470 (VWAP break invalidates bullish thesis)","SPX call flow: $208,620 premium, 35,651 volume at $6,545 strike, SPX @ $6,538.83",hit,1148.14,,
2026-03-31,21:10:09,SPXW,whale,call,6540.00,2026-04-01,136790.00,7.50,high,6535.93,"Above VWAP ($6,470) — Near $6,536","Strike at $6,540","Below $6,470 (VWAP break invalidates bullish thesis)","SPX call flow: $136,790 premium, 61,099 volume at $6,540 strike, SPX @ $6,535.93",hit,1811.79,,
2026-03-31,21:10:09,SPXW,whale,put,6475.00,2026-04-01,525000.00,7.50,high,6533.54,"Above VWAP ($6,470) — Near $6,534","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $525,000 premium, 385 volume at $6,475 strike, SPX @ $6,533.54",expired,37.91,,
2026-03-31,21:10:09,SPXW,whale,put,6530.00,2026-04-01,363030.00,7.50,high,6533.41,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $363,030 premium, 2,168 volume at $6,530 strike, SPX @ $6,533.41",expired,37.42,,
2026-03-31,21:10:09,SPX,whale,put,6075.00,2026-04-01,710500.00,7.50,high,6533.41,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $710,500 premium, 7,580 volume at $6,075 strike, SPX @ $6,533.41",expired,37.42,,
2026-03-31,21:10:10,SPXW,whale,put,6575.00,2026-04-01,632970.00,7.50,high,6532.88,"Above VWAP ($6,470) — Near $6,533","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $632,970 premium, 221 volume at $6,575 strike, SPX @ $6,532.88",expired,35.33,,
2026-03-31,21:10:10,SPX,whale,put,6400.00,2026-04-01,1756980.00,7.50,high,6532.08,"Above VWAP ($6,470) — Near $6,532","$6,517 (previous swing low), then $6,505","Above $6,470 (VWAP reclaim invalidates bearish thesis)","SPX put flow: $1,756,980 premium, 6,459 volume at $6,400 strike, SPX @ $6,532.08",expired,31.90,,
2026-04-01,12:09:27,SPXW,algorithm,call,6530.00,"April 2, 2026",238200.00,10.00,,6603.90,Broke above VWAP ($6583.16) — wait for retest at $6583.16 then enter on bounce,$6594.93 (previous swing high),Below $6583.16 (VWAP break invalidates bullish thesis),$238K call flow at $6530 strike with 100% ask aggression. Price at $6603.90.,hit,,wrong,
2026-04-01,12:09:28,SPXW,algorithm,put,6575.00,"April 2, 2026",214830.00,9.00,,6597.32,Above VWAP ($6583.16) — needs break below $6583.16 for entry,"$6584.66 (previous swing low), then $6564.58",Above $6583.16 (VWAP reclaim invalidates bearish thesis),$215K put flow at $6575 strike with 56% ask aggression. Price at $6597.32.,hit,283.97,correct,6583 is the last swing low. Perfect Entry. Exit was 6564 before reversal. perfect play
2026-04-02,09:54:57,SPXW,whale,call,6690.00,"April 7, 2026",2603910.00,6.00,moderate,6493.41,Broke above VWAP ($6489.89) — wait for retest at $6489.89 then enter on bounce,$6623.28,Below $6489.89 (VWAP break invalidates bullish thesis),$2.6M call flow at $6690 strike with 0% ask aggression. Price at $6493.41.,missed,14.78,,
2026-04-02,13:55:58,SPXW,algorithm,put,6565.00,"April 2, 2026",114460.00,9.50,,6565.04,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6553.27 (VWAP reclaim invalidates bearish thesis),$114K put flow at $6565 strike with 99% ask aggression. Price at $6565.04. Negative gamma zone — moves will be amplified.,hit,15016.67,,
2026-04-02,13:56:01,SPXW,algorithm,put,6575.00,"May 5, 2026",231700.00,9.00,,6555.36,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6555.14 (previous swing low), then $6546.31",Above $6553.27 (VWAP reclaim invalidates bearish thesis),$232K put flow at $6575 strike with 100% ask aggression. Price at $6555.36. Negative gamma zone — moves will be amplified.,hit,36554.55,,
2026-04-02,13:56:01,SPXW,algorithm,put,6550.00,"April 2, 2026",179490.00,8.00,,6554.83,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6546.31 (previous swing low), then $6474.94",Above $6553.27 (VWAP reclaim invalidates bearish thesis),$179K put flow at $6550 strike with 62% ask aggression. Price at $6554.83. Negative gamma zone — moves will be amplified.,hit,937.68,,
2026-04-02,13:56:01,SPXW,algorithm,call,6570.00,"April 2, 2026",120400.00,8.00,,6572.55,Broke above VWAP ($6553.27) — wait for retest at $6553.27 then enter on bounce,"$6573.84 (previous swing high), then $6582.4",Below $6553.27 (VWAP break invalidates bullish thesis),$120K call flow at $6570 strike with 74% ask aggression. Price at $6572.55. Negative gamma zone — moves will be amplified.,hit,2275.97,,
2026-04-02,13:56:01,SPXW,algorithm,put,6560.00,"May 1, 2026",103040.00,7.50,,6567.10,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6553.27 (VWAP reclaim invalidates bearish thesis),$103K put flow at $6560 strike with 43% ask aggression. Price at $6567.10. Negative gamma zone — moves will be amplified.,hit,3464.66,,
2026-04-02,13:56:01,SPXW,algorithm,put,6600.00,"April 2, 2026",135000.00,7.00,,6556.39,Above VWAP ($6553.27) — needs break below $6553.27 for entry,"$6555.52 (previous swing low), then $6555.14",Above $6553.27 (VWAP reclaim invalidates bearish thesis),$135K put flow at $6600 strike with 67% ask aggression. Price at $6556.39. Negative gamma zone — moves will be amplified.,hit,9362.07,,
2026-04-02,13:56:01,SPXW,algorithm,call,6600.00,"April 6, 2026",106950.00,7.00,,6572.49,Broke above VWAP ($6553.27) — wait for retest at $6553.27 then enter on bounce,"$6573.84 (previous swing high), then $6582.4",Below $6553.27 (VWAP break invalidates bullish thesis),$107K call flow at $6600 strike with 0% ask aggression. Price at $6572.49. Negative gamma zone — moves will be amplified.,hit,2179.26,,
2026-04-02,14:01:44,SPXW,algorithm,call,6560.00,"April 2, 2026",113050.00,10.00,,6556.54,VWAP retest from above at $6553.41 — bounce is your entry,"$6572.21 (previous swing high), then $6573.84",Below $6553.41 (VWAP break invalidates bullish thesis),$113K call flow at $6560 strike with 99% ask aggression. Price at $6556.54. Negative gamma zone — moves will be amplified.,hit,289.53,,
2026-04-02,14:07:40,SPXW,algorithm,put,6500.00,"April 6, 2026",269120.00,8.00,,6565.26,Above VWAP ($6553.66) — needs break below $6553.66 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6553.66 (VWAP reclaim invalidates bearish thesis),$269K put flow at $6500 strike with 92% ask aggression. Price at $6565.26. Negative gamma zone — moves will be amplified.,hit,11014.63,,
2026-04-02,14:10:51,SPXW,algorithm,put,6590.00,"April 2, 2026",138000.00,8.00,,6564.10,Above VWAP ($6553.64) — needs break below $6553.64 for entry,"$6558.64 (previous swing low), then $6555.52",Above $6553.64 (VWAP reclaim invalidates bearish thesis),$138K put flow at $6590 strike with 66% ask aggression. Price at $6564.10. Negative gamma zone — moves will be amplified.,hit,1632.97,,
2026-04-02,14:10:52,SPXW,algorithm,put,6425.00,"April 6, 2026",128570.00,6.50,,6562.67,Above VWAP ($6553.64) — needs break below $6553.64 for entry,"$6558.64 (previous swing low), then $6555.52",Above $6553.64 (VWAP reclaim invalidates bearish thesis),$129K put flow at $6425 strike with 0% ask aggression. Price at $6562.67.,hit,2176.92,,
2026-04-02,14:13:44,SPX,algorithm,call,6800.00,"April 17, 2026",146000.00,7.50,,6565.23,Broke above VWAP ($6553.85) — wait for retest at $6553.85 then enter on bounce,"$6572.21 (previous swing high), then $6573.84",Below $6553.85 (VWAP break invalidates bullish thesis),$146K call flow at $6800 strike with 100% ask aggression. Price at $6565.23.,hit,525.50,,
2026-04-02,14:19:41,SPXW,algorithm,put,6450.00,"April 17, 2026",534360.00,7.00,,6565.69,Above VWAP ($6554.01) — needs break below $6554.01 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6554.01 (VWAP reclaim invalidates bearish thesis),$534K put flow at $6450 strike with 41% ask aggression. Price at $6565.69. Negative gamma zone — moves will be amplified.,hit,7260.00,,
2026-04-02,14:19:42,SPXW,algorithm,call,6555.00,"April 6, 2026",102810.00,7.00,,6564.47,Broke above VWAP ($6554.01) — wait for retest at $6554.01 then enter on bounce,"$6567.5 (previous swing high), then $6572.21",Below $6554.01 (VWAP break invalidates bullish thesis),$103K call flow at $6555 strike with 0% ask aggression. Price at $6564.47. Negative gamma zone — moves will be amplified.,hit,1235.64,,
2026-04-02,14:28:43,SPX,algorithm,call,6455.00,"April 17, 2026",924320.00,8.00,,6558.31,VWAP retest from above at $6554.23 — bounce is your entry,"$6567.5 (previous swing high), then $6572.21",Below $6554.23 (VWAP break invalidates bullish thesis),$924K call flow at $6455 strike with 0% ask aggression. Price at $6558.31. Negative gamma zone — moves will be amplified.,hit,474.43,,
2026-04-02,14:37:49,SPX,algorithm,put,6200.00,"May 15, 2026",2044990.00,6.50,,6560.58,Above VWAP ($6554.45) — needs break below $6554.45 for entry,"$6558.64 (previous swing low), then $6558.04",Above $6554.45 (VWAP reclaim invalidates bearish thesis),$2.0M put flow at $6200 strike with 13% ask aggression. Price at $6560.58.,hit,4414.43,,
2026-04-02,14:49:47,SPXW,algorithm,put,6570.00,"April 2, 2026",117000.00,8.00,,6569.90,Above VWAP ($6554.82) — needs break below $6554.82 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6554.82 (VWAP reclaim invalidates bearish thesis),$117K put flow at $6570 strike with 29% ask aggression. Price at $6569.90. Negative gamma zone — moves will be amplified.,hit,1739.19,,
2026-04-02,14:49:48,SPXW,algorithm,call,6700.00,"April 10, 2026",229000.00,7.00,,6568.54,VWAP retest from above at $6554.82 — bounce is your entry,"$6572.21 (previous swing high), then $6573.84",Below $6554.82 (VWAP break invalidates bullish thesis),$229K call flow at $6700 strike with 24% ask aggression. Price at $6568.54.,hit,909.26,,
2026-04-02,14:56:33,SPXW,algorithm,put,6475.00,"April 6, 2026",409320.00,7.00,,6570.88,Above VWAP ($6555.3) — needs break below $6555.3 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6555.3 (VWAP reclaim invalidates bearish thesis),$409K put flow at $6475 strike with 63% ask aggression. Price at $6570.88. Negative gamma zone — moves will be amplified.,hit,1489.75,,
2026-04-02,14:56:33,SPXW,algorithm,put,6275.00,"April 14, 2026",342810.00,6.00,,6572.47,Above VWAP ($6555.3) — needs break below $6555.3 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6555.3 (VWAP reclaim invalidates bearish thesis),$343K put flow at $6275 strike with 0% ask aggression. Price at $6572.47.,hit,1214.57,,
2026-04-02,15:06:28,SPX,algorithm,call,6900.00,"May 15, 2026",383000.00,8.00,,6570.71,VWAP retest from above at $6555.74 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",Below $6555.74 (VWAP break invalidates bullish thesis),$383K call flow at $6900 strike with 100% ask aggression. Price at $6570.71.,hit,2080.00,,
2026-04-02,15:15:43,SPXW,algorithm,call,6450.00,"April 2, 2026",122640.00,8.00,,6572.57,VWAP retest from above at $6555.99 — bounce is your entry,"$6573.66 (previous swing high), then $6573.84",Below $6555.99 (VWAP break invalidates bullish thesis),$123K call flow at $6450 strike with 0% ask aggression. Price at $6572.57. Negative gamma zone — moves will be amplified.,hit,2691.74,,
2026-04-02,15:18:18,SPXW,algorithm,call,6575.00,"April 9, 2026",248960.00,8.50,,6569.19,VWAP retest from above at $6556.19 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",Below $6556.19 (VWAP break invalidates bullish thesis),$249K call flow at $6575 strike with 71% ask aggression. Price at $6569.19. Negative gamma zone — moves will be amplified.,hit,1083.44,,
2026-04-02,15:26:09,SPXW,algorithm,call,6650.00,"April 6, 2026",127070.00,8.00,,6568.29,VWAP retest from above at $6556.53 — bounce is your entry,"$6572.21 (previous swing high), then $6573.66",Below $6556.53 (VWAP break invalidates bullish thesis),$127K call flow at $6650 strike with 70% ask aggression. Price at $6568.29. Negative gamma zone — moves will be amplified.,hit,857.65,,
2026-04-02,15:35:28,SPXW,algorithm,put,6400.00,"April 10, 2026",114240.00,7.50,,6567.12,Above VWAP ($6556.67) — needs break below $6556.67 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6556.67 (VWAP reclaim invalidates bearish thesis),$114K put flow at $6400 strike with 100% ask aggression. Price at $6567.12.,hit,3439.55,,
2026-04-02,15:38:36,SPXW,algorithm,put,6375.00,"April 6, 2026",128210.00,7.50,,6568.87,Above VWAP ($6556.83) — needs break below $6556.83 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6556.83 (VWAP reclaim invalidates bearish thesis),$128K put sweep at $6375 strike with 0% ask aggression. Price at $6568.87.,hit,2120.32,,
2026-04-02,15:38:36,SPXW,algorithm,put,6245.00,"April 17, 2026",142250.00,7.00,,6568.76,Above VWAP ($6556.83) — needs break below $6556.83 for entry,"$6564.44 (previous swing low), then $6558.64",Above $6556.83 (VWAP reclaim invalidates bearish thesis),$142K put flow at $6245 strike with 11% ask aggression. Price at $6568.76.,hit,2171.76,,
2026-04-02,15:51:10,SPXW,algorithm,call,6580.00,"April 2, 2026",100600.00,9.00,,6578.81,VWAP retest from above at $6557.42 — bounce is your entry,"$6582.4 (previous swing high), then $6582.44",Below $6557.42 (VWAP break invalidates bullish thesis),$101K call flow at $6580 strike with 24% ask aggression. Price at $6578.81. Negative gamma zone — moves will be amplified.,hit,643.45,,
2026-04-02,15:51:11,SPXW,algorithm,put,6530.00,"April 8, 2026",151980.00,7.00,,6569.39,Above VWAP ($6557.42) — needs break below $6557.42 for entry,"$6565.36 (previous swing low), then $6564.44",Above $6557.42 (VWAP reclaim invalidates bearish thesis),$152K put flow at $6530 strike with 0% ask aggression. Price at $6569.39. Negative gamma zone — moves will be amplified.,hit,2343.67,,
2026-04-02,15:54:00,SPXW,algorithm,put,6540.00,"April 8, 2026",246000.00,8.50,,6578.83,Above VWAP ($6557.41) — needs break below $6557.41 for entry,"$6565.36 (previous swing low), then $6564.44",Above $6557.41 (VWAP reclaim invalidates bearish thesis),$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,hit,771.27,,
2026-04-02,16:00:05,SPXW,algorithm,call,6705.00,"April 9, 2026",221200.00,9.00,,6581.98,VWAP retest from above at $6557.73 — bounce is your entry,"$6582.4 (previous swing high), then $6582.44",Below $6557.73 (VWAP break invalidates bullish thesis),$221K call flow at $6705 strike with 27% ask aggression. Price at $6581.98. Negative gamma zone — moves will be amplified.,hit,4745.24,,
2026-04-03,09:30:15,SPXW,algorithm,call,6605.00,"April 8, 2026",504200.00,10.00,,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),Below $6559.4 (VWAP break invalidates bullish thesis),$504K call flow at $6605 strike with 100% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,pending,,,
2026-04-03,09:30:15,SPXW,algorithm,put,6540.00,"April 8, 2026",246000.00,8.50,,6578.83,Above VWAP ($6559.4) — needs break below $6559.4 for entry,"$6550.79 (previous swing low), then $6546.31",Above $6559.4 (VWAP reclaim invalidates bearish thesis),$246K put flow at $6540 strike with 100% ask aggression. Price at $6578.83. Negative gamma zone — moves will be amplified.,pending,,,
2026-04-03,09:30:15,SPXW,algorithm,put,6500.00,"April 9, 2026",131790.00,8.50,,6582.69,Above VWAP ($6559.4) — needs break below $6559.4 for entry,"$6550.79 (previous swing low), then $6546.31",Above $6559.4 (VWAP reclaim invalidates bearish thesis),$132K put flow at $6500 strike with 94% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,pending,,,
2026-04-03,09:30:15,SPXW,algorithm,call,6580.00,"April 10, 2026",4596550.00,9.00,,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),Below $6559.4 (VWAP break invalidates bullish thesis),$4.6M call flow at $6580 strike with 0% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,pending,,,
2026-04-03,09:30:15,SPXW,algorithm,call,6760.00,"May 1, 2026",1846430.00,9.00,,6582.68,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),Below $6559.4 (VWAP break invalidates bullish thesis),$1.8M call flow at $6760 strike with 90% ask aggression. Price at $6582.68.,pending,,,
2026-04-03,09:30:15,SPXW,algorithm,call,6705.00,"April 9, 2026",221200.00,9.00,,6581.98,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),Below $6559.4 (VWAP break invalidates bullish thesis),$221K call flow at $6705 strike with 27% ask aggression. Price at $6581.98. Negative gamma zone — moves will be amplified.,pending,,,
2026-04-03,09:30:15,SPXW,algorithm,call,6570.00,"April 2, 2026",161170.00,9.00,,6579.60,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),Below $6559.4 (VWAP break invalidates bullish thesis),$161K call flow at $6570 strike with 42% ask aggression. Price at $6579.60. Negative gamma zone — moves will be amplified.,pending,,,
2026-04-03,09:30:16,SPXW,algorithm,call,6600.00,"April 8, 2026",531200.00,8.50,,6582.69,VWAP retest from above at $6559.4 — bounce is your entry,$6601.91 (previous swing high),Below $6559.4 (VWAP break invalidates bullish thesis),$531K call flow at $6600 strike with 0% ask aggression. Price at $6582.69. Negative gamma zone — moves will be amplified.,pending,,,
