Signal Date,Signal Time (ET),Ticker,Category,Call/Put,Strike,Expiry,Premium,Confidence,Signal Quality,Price at Signal,Entry Trigger,Target,Invalidation,Reason,Outcome,MFE %,Review Status,Review Note
2026-03-30,10:51:01,XOM,algorithm,put,175.00,"April 2, 2026",916004.00,6.00,moderate,173.22,Below VWAP ($174.38) — Near $173.22,Pivot at $169.01,Above $176.68,"$916K put flow at $175 strike with 100% ask aggression. Price at $173.22 below VWAP ($174.38). Negative gamma zone — moves will be amplified. Price action confirmed: SR Tag + 2 Red Bars at $173.22 (lower high, lower low — confirmed).",hit,133.49,correct,
2026-03-30,11:10:14,PLTR,algorithm,call,141.00,"April 2, 2026",687499.00,7.00,moderate,142.34,At VWAP ($141.96) — Near $142.34,Pivot at $143.53,Below PDL at $141.56,$687K call flow at $141 strike with 100% ask aggression. Price at $142.34 above VWAP ($141.96). Negative gamma zone — moves will be amplified.,missed,32.77,wrong,
2026-03-30,11:10:14,QQQ,algorithm,put,565.00,"April 2, 2026",573447.00,7.00,moderate,563.40,At VWAP ($564.14) — Near $563.40,PDL at $561.57,Above Pivot at $565.06,"$573K put flow at $565 strike with 100% ask aggression. Price at $563.40 below VWAP ($564.14). Negative gamma zone — moves will be amplified. Price action confirmed: SR Tag + 2 Red Bars at $565.06 (lower high, lower low — confirmed).",hit,104.37,correct,
2026-03-30,11:14:22,NVDA,algorithm,call,170.00,"April 1, 2026",767260.00,6.00,moderate,168.17,At VWAP ($167.57) — Near $168.17,Pivot at $168.50,Below PDL at $167.01,$767K call flow at $170 strike with 100% ask aggression. Price at $168.17 above VWAP ($167.57). Negative gamma zone — moves will be amplified.,missed,-45.45,wrong,
2026-03-30,11:14:23,CAVA,algorithm,put,74.00,"April 2, 2026",811824.00,6.00,moderate,77.96,Whale sweep at $77.96,VWAP at $76.99,Above PDH at $78.02,$812K put sweep at $74 strike with 90% ask aggression. Price at $77.96 above VWAP ($76.99).,hit,102.06,correct,
2026-03-30,11:14:23,IREN,algorithm,put,33.50,"April 2, 2026",431982.00,6.00,moderate,33.59,Near $33.59 (no VWAP data),Strike at $33.50,Above $34.26,$432K put flow at $33.5 strike with 100% ask aggression. Price at $33.59.,hit,377.78,correct,
2026-03-30,11:18:44,OKLO,algorithm,put,47.00,"April 2, 2026",596173.00,10.00,,48.77,Below VWAP ($49.64) — Near $48.77,Strike at $47.00,Above Pivot at $51.01,"$596K put flow at $47 strike with 100% ask aggression. Price at $48.77 below VWAP ($49.64). Price action confirmed: SR Tag + 2 Red Bars at $48.52 (lower high, lower low — confirmed).",hit,105.08,correct,
2026-03-30,11:18:44,GOOGL,algorithm,call,275.00,"April 2, 2026",563621.00,10.00,,274.48,Near $274.48 (no VWAP data),Strike at $275.00,Below $268.99,$564K call flow at $275 strike with 100% ask aggression. Price at $274.48.,hit,119.23,correct,
2026-03-30,11:18:44,RKLB,algorithm,put,60.00,"April 2, 2026",877795.00,9.00,,59.42,At VWAP ($59.43) — Near $59.42,$58.23,Above Pivot at $62.46,$878K put flow at $60 strike with 94% ask aggression. Price at $59.42 below VWAP ($59.43). Negative gamma zone — moves will be amplified.,hit,131.93,correct,
2026-03-30,11:18:45,WULF,algorithm,call,14.00,"April 2, 2026",596896.00,9.00,,14.12,On bounce from VWAP ($14.32) — Near $14.12,VWAP at $14.32,Below $13.84,$597K call flow at $14 strike with 100% ask aggression. Price at $14.12 below VWAP ($14.32). Negative gamma zone — moves will be amplified.,missed,70.00,wrong,
2026-03-30,11:23:14,GLD,algorithm,call,417.00,"April 2, 2026",576985.00,6.00,moderate,416.35,At VWAP ($417.07) — Near $416.35,Strike at $417.00,Below Pivot at $412.84,$577K call flow at $417 strike with 100% ask aggression. Price at $416.35 below VWAP ($417.07). Negative gamma zone — moves will be amplified.,hit,276.92,correct,
2026-03-30,11:23:37,PLTR,algorithm,put,135.00,"April 2, 2026",829240.00,8.00,strong,141.26,At VWAP ($141.94) — Near $141.26,$138.43,Above Pivot at $143.53,"$829K put flow at $135 strike with 100% ask aggression. Price at $141.26 below VWAP ($141.94). Price action confirmed: SR Tag + 2 Red Bars at $141.56 (lower high, lower low — confirmed).",hit,101.06,correct,
2026-03-30,11:26:47,KMI,algorithm,call,34.50,"April 2, 2026",396525.00,9.00,,34.21,Near $34.21 (no VWAP data),Strike at $34.50,Below $33.53,$397K call flow at $34.5 strike with 85% ask aggression. Price at $34.21.,missed,-10.34,wrong,
2026-03-30,11:26:47,CVNA,algorithm,put,290.00,"April 2, 2026",383320.00,8.00,,277.74,Near $277.74 (no VWAP data),$272.19,Above $283.29,$383K put flow at $290 strike with 100% ask aggression. Price at $277.74.,missed,-10.09,wrong,
2026-03-30,11:30:24,SPY,algorithm,call,636.00,"April 2, 2026",810000.00,10.00,,636.42,At VWAP ($636.79) — Near $636.42,Pivot at $636.62,Below PDL at $633.11,"$810K call flow at $636 strike with 100% ask aggression. Price at $636.42 below VWAP ($636.79). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $636.62 (higher low, higher high — confirmed).",hit,225.00,correct,Here is another on where the target is really close to the entry? 
2026-03-30,11:33:42,MSFT,algorithm,call,365.00,"April 2, 2026",394478.00,6.00,moderate,363.00,Near $363.00 (no VWAP data),Strike at $365.00,Below $355.74,$394K call flow at $365 strike with 100% ask aggression. Price at $363.00.,hit,109.50,correct,
2026-03-30,11:41:16,WMT,algorithm,put,125.00,"April 2, 2026",476850.00,9.00,,124.49,Near $124.49 (no VWAP data),$122.00,Above $126.98,$477K put flow at $125 strike with 100% ask aggression. Price at $124.49.,partial_hit,66.27,correct,
2026-03-30,12:03:49,TTD,algorithm,put,22.50,"April 2, 2026",423863.00,7.00,moderate,22.45,Near $22.45 (no VWAP data),$22.00,Above $22.90,$424K put flow at $22.5 strike with 100% ask aggression. Price at $22.45.,hit,100.00,correct,
2026-03-30,12:07:59,SNOW,algorithm,put,157.50,"April 2, 2026",476782.00,6.00,moderate,158.32,Near $158.32 (no VWAP data),Strike at $157.50,Above $161.49,$477K put flow at $157.5 strike with 100% ask aggression. Price at $158.32.,hit,186.59,correct,
2026-03-30,12:16:47,NOW,algorithm,put,106.00,"April 2, 2026",435128.00,7.00,strong,105.43,Near $105.43 (no VWAP data),$103.32,Above $107.54,$435K put flow at $106 strike with 100% ask aggression. Price at $105.43.,hit,162.09,correct,
2026-03-30,12:24:59,PEP,algorithm,put,165.00,"April 2, 2026",852040.00,6.00,moderate,157.53,On rejection from VWAP ($156.60) — Near $157.53,VWAP at $156.60,Above $160.68,$852K put flow at $165 strike with 100% ask aggression. Price at $157.53 above VWAP ($156.60).,hit,112.90,correct,
2026-03-30,14:54:18,MU,algorithm,put,325.00,"April 2, 2026",497130.00,8.00,strong,323.87,Below VWAP ($337.51) — Near $323.87,$317.39,Above Pivot at $359.99,$497K put sweep at $325 strike with 76% ask aggression. Price at $323.87 below VWAP ($337.51). Negative gamma zone — moves will be amplified.,hit,175.15,wrong,"The overall trade is good, the near price is good, target looks fine, but the invalidateion is over 40 dollars away. Not too sure about this one. "
2026-03-30,16:13:08,MU,algorithm,call,320.00,"April 2, 2026",585550.00,6.00,moderate,320.50,On bounce from VWAP ($334.03) — Near $320.50,VWAP at $334.03,Below $314.09,$586K call flow at $320 strike with 100% ask aggression. Price at $320.50 below VWAP ($334.03). Negative gamma zone — moves will be amplified.,missed,33.26,wrong,"On Entry, it just needs to say near 320 because if you wait for bounce from VWAP its going to be too far away. "
2026-03-31,10:58:13,SPY,algorithm,put,660.00,"April 2, 2026",635060.00,8.00,strong,638.12,At VWAP ($640.53) — Near $638.12,Pivot at $633.87,Above R1 at $638.46,"$635K put flow at $660 strike with 100% ask aggression. Price at $638.12 below VWAP ($640.53). Price action confirmed: SR Tag + 2 Red Bars at $638.46 (lower high, lower low — confirmed).",missed,-12.94,wrong,
2026-03-31,12:48:37,SMH,algorithm,call,377.50,"April 2, 2026",709447.00,6.00,moderate,378.97,Near $378.97 (no VWAP data),$386.55,Below $371.39,$709K call flow at $377.5 strike with 100% ask aggression. Price at $378.97.,hit,151.72,correct,
2026-03-31,13:04:52,META,algorithm,call,565.00,"April 2, 2026",712300.00,6.00,moderate,567.54,Near $567.54 (no VWAP data),$578.89,Below $556.19,$712K call flow at $565 strike with 100% ask aggression. Price at $567.54.,hit,122.82,correct,
2026-03-31,13:08:52,XOM,algorithm,put,170.00,"April 2, 2026",633434.00,8.00,strong,168.89,Below VWAP ($172.77) — Near $168.89,$165.51,Above Pivot at $172.98,"$633K put flow at $170 strike with 95% ask aggression. Price at $168.89 below VWAP ($172.77). Negative gamma zone — moves will be amplified. Price action confirmed: SR Tag + 2 Red Bars at $169.55 (lower high, lower low — confirmed).",hit,179.88,correct,
2026-03-31,13:16:51,MDB,algorithm,call,255.00,"April 2, 2026",513030.00,7.00,moderate,244.61,Whale sweep at $244.61,Strike at $255.00,Below $239.72,$513K call sweep at $255 strike with 100% ask aggression. Price at $244.61.,hit,84.70,correct,
2026-03-31,13:28:38,AVGO,algorithm,put,300.00,"April 2, 2026",743707.00,6.00,moderate,307.40,On rejection from VWAP ($302.47) — Near $307.40,VWAP at $302.47,Above $313.55,$744K put flow at $300 strike with 100% ask aggression. Price at $307.40 above VWAP ($302.47).,missed,28.40,wrong,
2026-03-31,13:57:21,SPXW,algorithm,call,6500.00,"April 2, 2026",705000.00,6.00,moderate,6491.53,"Above VWAP ($6,453) — Near $6,492","$6,518 (previous swing high), then $6,539","Below $6,453 (VWAP break invalidates bullish thesis)",$705K call flow at $6500 strike with 100% ask aggression. Price at $6491.53.,hit,446.32,correct,"Entry was perfect, but Target only 9 pts away. Went to 6528. Target should have been previous major swing high at 6517-6528"
2026-03-31,14:22:53,COIN,algorithm,put,175.00,"April 2, 2026",389502.00,6.00,moderate,172.30,Near $172.30 (no VWAP data),$168.85,Above $175.75,$390K put flow at $175 strike with 100% ask aggression. Price at $172.30.,missed,-41.74,wrong,
2026-03-31,19:26:42,test,algorithm,call,1.00,01/01/2027,1.00,1.00,,,,,,test,pending,,wrong,
2026-03-31,19:27:13,SPX,whale,put,6400.00,04/17/2026,1756980.00,8.00,strong,6532.08,"Above VWAP ($6,465) — Whale sweep at $6,532","$6,518 (previous swing low), then $6,505","Above $6,465 (VWAP reclaim invalidates bearish thesis)","SPX $6400 put with $1.75M premium via repeated descending fills — institutional size. 6,459 contracts vs 22,231 OI. Strike at $6,400 is directly at gamma flip ($6,405) and put wall — THE key level. If SPX breaks below $6,405, dealers flip from long to short gamma and AMPLIFY the move down. Someone is betting on a gamma flip break. Highest GEX concentration at this level. April expiry = swing position.",missed,34.16,correct,
2026-03-31,19:37:26,SPXW,algorithm,put,6365.00,04/01/2026,2473935.00,7.00,moderate,6420.00,"Above VWAP ($6,436) — Near $6,440","$6,434 (previous swing low), then $6,405","Above $6,436 (VWAP reclaim invalidates bearish thesis)","SPXW $6365 put expiring tomorrow with $2.47M premium. 2,663 contracts vs 523 OI (5.1x vol/OI — aggressive new positioning). 65% ask-side aggression. SPX at ~$6,420 when this hit, dropping toward gamma flip at $6,405. Strike below the gamma flip — if SPX breaks $6,405, dealers switch from long to short gamma and amplify the drop. This put targets that exact gamma flip break. Morning selloff was already pushing SPX down from $6,426.",hit,,correct,PERFECT! Target 6405 PERFECT 
2026-03-31,19:37:26,SPXW,algorithm,put,6310.00,04/02/2026,2253915.00,7.00,moderate,6395.00,"Below VWAP ($6,432) — Near $6,415","$6,405 (previous swing low), then $6,365","Above $6,432 (VWAP reclaim invalidates bearish thesis)","SPXW $6310 put with $2.25M premium. 3,305 contracts vs 602 OI (5.5x vol/OI ratio). 85% ask aggression — very aggressive buying. Strike at $6,310, well below current price and gamma flip ($6,405). This is a short gamma acceleration target — if SPX breaks the gamma flip, dealer hedging amplifies moves and $6,310 becomes reachable. 2-day expiry gives time for the thesis to play out. Morning selloff already tested $6,380.",missed,,correct,"Entry okay, only went to 6420"
2026-03-31,19:37:26,SPXW,whale,call,6500.00,04/06/2026,21050065.00,8.00,strong,6405.00,"Below VWAP ($6,432) — needs reclaim above $6,432 for entry","$6,446 (previous swing high), then $6,518","Below $6,432 (VWAP break invalidates bullish thesis)","SPXW $6500 call with $21M premium — massive institutional call buying. 3,574 contracts vs 605 OI (5.9x vol/OI). 72% ask aggression. SPX was around $6,400 at the gamma flip when this hit — someone bought $21M in calls while SPX was at support. Gamma flip at $6,405 means dealers are long gamma here and will suppress further downside. This whale bet is that the gamma flip holds as support and SPX bounces. Strike at $6,500 is above current price — needs the bounce to work.",hit,499.20,correct,"VWAP IS AT 6431. (ENTRY OF 6420 is actually below vwap, but the target is really good. "
2026-04-01,12:09:27,SPXW,algorithm,call,6530.00,"April 2, 2026",238200.00,10.00,,6603.90,Broke above VWAP ($6583.16) — wait for retest at $6583.16 then enter on bounce,$6594.93 (previous swing high),Below $6583.16 (VWAP break invalidates bullish thesis),$238K call flow at $6530 strike with 100% ask aggression. Price at $6603.90.,hit,,wrong,
2026-04-01,12:09:28,SPXW,algorithm,put,6575.00,"April 2, 2026",214830.00,9.00,,6597.32,Above VWAP ($6583.16) — needs break below $6583.16 for entry,"$6584.66 (previous swing low), then $6564.58",Above $6583.16 (VWAP reclaim invalidates bearish thesis),$215K put flow at $6575 strike with 56% ask aggression. Price at $6597.32.,hit,283.97,correct,6583 is the last swing low. Perfect Entry. Exit was 6564 before reversal. perfect play
2026-04-01,12:46:45,GOOG,algorithm,call,300.00,"April 2, 2026",819703.00,7.00,strong,296.68,Above VWAP ($293.81) — Near $296.68,$300.00 (strike level),Below $293.81 (VWAP break invalidates bullish thesis),$820K call flow at $300 strike with 100% ask aggression. Price at $296.68 above VWAP ($293.81). Negative gamma zone — moves will be amplified.,missed,39.46,wrong,
2026-04-01,12:50:24,NBIS,algorithm,call,110.00,"April 2, 2026",781065.00,6.00,moderate,104.92,Near $104.92 (no VWAP data),$110.00 (strike level),Below $102.82,$781K call flow at $110 strike with 100% ask aggression. Price at $104.92.,missed,1.77,wrong,
2026-04-01,13:28:56,LITE,algorithm,call,750.00,"April 2, 2026",432000.00,6.00,moderate,782.68,Near $782.68 (no VWAP data),$798.33,Below $767.03,$432K call sweep at $750 strike with 100% ask aggression. Price at $782.68.,missed,14.12,wrong,
2026-04-01,13:40:43,NVDA,algorithm,put,177.50,"April 8, 2026",622992.00,5.00,moderate,176.76,At VWAP ($176.35) — Near $176.76,"$176.61 (previous swing low), then $176.40",Above $176.35 (VWAP reclaim invalidates bearish thesis),$623K put flow at $177.5 strike with 100% ask aggression. Price at $176.76 above VWAP ($176.35). Negative gamma zone — moves will be amplified.,hit,1300.00,wrong,"Price was at 176.35. Entry is Correct, but Target is 176.67-176.40 which 176.67 is higHer than the entry for a put. Exit should have been at the previous POC which is 175.77"
2026-04-01,13:48:27,META,algorithm,call,595.00,"April 2, 2026",548310.00,6.00,moderate,587.57,Above VWAP ($582.77) — Near $587.57,"$588.12 (previous swing high), then $592.55",Below $582.77 (VWAP break invalidates bullish thesis),$548K call sweep at $595 strike with 100% ask aggression. Price at $587.57 above VWAP ($582.77). Negative gamma zone — moves will be amplified.,missed,-220.00,wrong,
2026-04-01,14:25:36,LNG,algorithm,call,275.00,"April 2, 2026",489499.00,6.00,moderate,273.26,Near $273.26 (no VWAP data),"$275.62 (previous swing high), then $275.89",Below $272.56 (previous swing low),$489K call flow at $275 strike with 100% ask aggression. Price at $273.26.,hit,118.64,correct,
2026-04-01,14:31:38,AMD,algorithm,put,207.50,"April 2, 2026",639348.00,5.00,moderate,209.32,Near $209.32 (no VWAP data),$205.13 (2% below entry),Above $210.10 (previous swing high),$639K put flow at $207.5 strike with 100% ask aggression. Price at $209.32.,missed,-1.91,wrong,
2026-04-01,14:47:36,TSM,algorithm,call,340.00,"April 2, 2026",495346.00,6.00,moderate,340.54,Near $340.54 (no VWAP data),$347.35,Below $333.73,$495K call flow at $340 strike with 100% ask aggression. Price at $340.54.,near_miss,34.80,correct,
2026-04-01,15:01:36,GLW,algorithm,put,125.00,"April 2, 2026",649740.00,6.00,moderate,141.03,Near $141.03 (no VWAP data),$138.21 (2% below entry),Above $141.90 (previous swing high),$650K put flow at $125 strike with 100% ask aggression. Price at $141.03.,missed,-17.73,wrong,
2026-04-01,15:10:12,GLD,algorithm,call,436.00,"April 2, 2026",843575.00,7.00,moderate,436.97,At VWAP ($437.08) — Near $436.97,"$437.70 (previous swing high), then $439.99",Below $437.08 (VWAP break invalidates bullish thesis),"$844K call flow at $436 strike with 98% ask aggression. Price at $436.97 below VWAP ($437.08). Negative gamma zone — moves will be amplified. Price action confirmed: Support Bounce + 2 Green Bars at $436 (higher low, higher high — confirmed).",hit,517.81,correct,
2026-04-01,15:10:12,IWM,algorithm,put,249.00,"April 2, 2026",646931.00,6.00,moderate,249.65,At VWAP ($250.88) — Near $249.65,$249.11 (previous swing low),Above $250.88 (VWAP reclaim invalidates bearish thesis),$647K put flow at $249 strike with 100% ask aggression. Price at $249.65 below VWAP ($250.88). Negative gamma zone — moves will be amplified.,partial_hit,61.11,correct,
2026-04-01,15:34:37,GOOGL,algorithm,put,305.00,"April 2, 2026",657420.00,5.00,moderate,297.85,Near $297.85 (no VWAP data),$291.89,Above $303.80,$657K put flow at $305 strike with 100% ask aggression. Price at $297.85.,hit,164.26,correct,
2026-04-01,17:04:27,TSLA,algorithm,call,435.00,"April 2, 2026",693000.00,7.00,strong,381.01,At VWAP ($379.36) — Near $381.01,"$381.26 (previous swing high), then $381.53",Below $379.36 (VWAP break invalidates bullish thesis),$693K call sweep at $435 strike with 100% ask aggression. Price at $381.01 above VWAP ($379.36). Price action confirmed: Support Tag + Green Bounce at $381.02 (higher low — likely reversal).,missed,-44.00,correct,
2026-04-02,15:08:20,GLD,algorithm,call,429.00,"April 2, 2026",623946.00,7.00,moderate,429.63,Above VWAP ($427.29) — Near $429.63,$430.00 (GEX call wall — likely resistance),Below $427.73 (previous swing low),$624K call flow at $429 strike with 98% ask aggression. Price at $429.63 above VWAP ($427.29). Negative gamma zone — moves will be amplified.,near_miss,67.57,correct,already a hit 
2026-04-02,15:37:03,TSLA,algorithm,put,370.00,"April 2, 2026",325599.00,7.00,moderate,359.73,Below VWAP ($364.56) — Near $359.73,$352.54,Above $360.92 (previous swing high),$326K put flow at $370 strike with 100% ask aggression. Price at $359.73 below VWAP ($364.56).,missed,-1.39,wrong,"No where close to the price for entry, all the way off "
